Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;03/2015;1.405.488.008;700.985.274;1.332.172.361;1.114.184.062;73.315.647;5.789.959;128.704.988;16,02%;24,26%;5.549;1.499
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;03/2015;1.206.487.236;463.917.832;1.104.094.202;783.428.410;102.393.035;5.726.837;121.133.402;15,35%;47,39%;3.886;925
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;03/2015;1.078.539.923;626.809.481;1.052.069.411;928.406.273;26.470.512;1.174.255;77.695.819;14,58%;14,26%;3.401;841
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;03/2015;896.458.725;364.976.598;865.646.190;595.399.724;30.812.535;1.585.371;96.447.558;14,52%;11,41%;4;0
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;03/2015;866.329.574;352.223.704;781.294.394;656.452.012;85.035.180;4.248.030;93.607.600;15,23%;47,89%;4.678;1.264
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;03/2015;612.697.395;257.976.832;553.999.884;387.238.781;58.697.512;739.186;60.509.796;15,98%;25,42%;2.745;1.160
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;03/2015;186.385.319;67.562.884;176.763.382;116.895.169;9.621.937;-98.356;13.986.055;12,08%;21,46%;856;454
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;03/2015;153.578.020;19.069.818;138.110.202;86.391.477;15.467.818;937.272;21.675.001;16,35%;49,02%;13;0
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;03/2015;151.944.996;55.934.402;142.874.636;124.153.995;9.070.359;456.607;11.852.208;13,30%;20,62%;111;6
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;03/2015;105.715.963;54.546.713;98.037.250;66.064.160;7.678.712;121.854;10.523.379;13,79%;3,40%;111;0
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;03/2015;73.722.990;17.548.411;66.905.697;34.450.835;6.817.293;132.692;6.501.998;12,27%;13,03%;134;18
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;03/2015;61.414.383;31.026.989;55.672.405;46.753.165;5.741.978;147.032;6.927.654;16,98%;4,02%;530;206
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;03/2015;44.934.360;1.806.567;41.082.811;12.748.005;3.851.549;94.733;3.715.663;13,76%;1,84%;8;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;03/2015;44.887.212;6.840.599;41.538.754;23.502.104;3.348.458;-72.640;4.479.082;16,65%;17,58%;10;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;03/2015;41.161.625;3.662.817;40.279.575;6.287.024;882.050;-144.685;861.336;11,42%;3,44%;5;0
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;03/2015;39.409.982;13.743.280;36.372.572;19.239.744;3.037.410;56.772;5.470.243;14,63%;4,16%;295;3
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;03/2015;36.860.638;9.430.148;34.008.780;12.918.144;2.851.858;65.021;2.762.729;12,24%;2,52%;10;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;03/2015;30.989.103;3.480.423;29.285.380;7.790.649;1.703.722;47.806;1.665.548;13,00%;2,00%;3;0
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;03/2015;29.379.279;13.765.461;28.262.450;27.239.403;1.116.829;33.537;1.239.421;19,63%;7,72%;5;0
PAN;1000080257;b1;;C;2;SAO PAULO;SP;03/2015;26.166.907;17.843.203;22.608.253;18.292.499;3.558.654;-73.519;3.311.396;16,82%;17,67%;4;0
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;03/2015;25.828.414;21.752.279;23.120.326;18.960.741;2.708.088;86.718;3.716.364;18,26%;1,09%;1;0
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;03/2015;23.759.740;9.356.606;22.950.257;21.303.846;809.483;20.515;807.393;16,09%;8,03%;4;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;03/2015;23.135.006;11.564.665;20.859.110;16.998.538;2.275.896;80.255;2.933.002;14,18%;1,43%;6;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;03/2015;19.830.611;11.394.741;17.236.011;15.255.933;2.594.600;105.087;2.594.600;17,45%;8,93%;39;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;C;3;SAO PAULO;SP;03/2015;19.721.342;13.253.473;18.357.726;15.316.500;1.363.616;20.443;1.931.317;11,84%;1,43%;17;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;03/2015;18.593.467;489.324;17.208.671;2.541.537;1.384.795;35.235;1.376.970;16,46%;3,03%;2;0
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;03/2015;17.350.055;7.851.574;14.134.782;8.817.650;3.215.274;31.879;2.086.261;19,61%;42,42%;23;0
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;03/2015;15.862.583;9.089.953;14.824.201;12.361.470;1.038.381;-177.770;1.595.177;11,87%;10,77%;36;0
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;03/2015;15.783.041;4.342.428;14.692.587;13.986.099;1.090.454;38.777;1.084.485;17,31%;19,80%;135;27
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;03/2015;15.176.223;80.170;13.108.259;6.014.936;2.067.964;66.086;1.969.192;15,05%;0,84%;2;0
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;03/2015;14.578.028;12.121.427;13.011.223;5.637.654;1.566.806;48.373;1.394.251;11,53%;1,81%;1;0
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;03/2015;14.494.944;7.634.136;12.326.399;11.065.362;2.168.545;30.509;2.091.266;20,29%;11,71%;46;1
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;03/2015;13.752.789;11.566.643;11.643.854;11.107.280;2.108.936;41.340;2.063.117;15,81%;1,66%;3;0
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;03/2015;13.458.537;9.256.424;12.162.246;10.146.466;1.296.291;25.551;1.406.395;14,97%;16,59%;117;8
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;03/2015;13.360.314;1.854.497;12.139.549;5.818.318;1.220.765;26.198;1.217.437;27,42%;4,55%;2;0
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;03/2015;13.310.589;8.717.415;12.596.066;9.921.982;714.523;2.222;1.028.900;12,12%;24,30%;194;3
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;03/2015;12.282.778;3.554.106;10.506.115;4.100.148;1.776.663;62.338;2.647.119;17,59%;9,67%;124;3
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;03/2015;11.054.504;10.755.031;9.687.869;9.001.227;1.366.635;-20.310;1.484.182;13,46%;0,22%;2;0
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;03/2015;10.703.954;5.981.250;9.460.172;7.955.869;1.243.782;10.060;1.316.909;13,05%;2,26%;12;0
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;03/2015;10.379.140;0;9.808.866;2.453.289;570.274;-6.303;558.792;30,44%;4,72%;1;0
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;03/2015;9.377.721;147.721;8.223.019;3.258.182;1.154.702;30.708;1.114.140;18,76%;3,45%;2;0
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;03/2015;8.016.172;3.991.560;7.615.192;7.434.692;400.980;-3.129;278.732;15,91%;21,93%;2;0
