Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;06/2017;1.443.368.417;642.733.296;1.363.168.435;1.140.387.934;80.199.982;5.151.284;127.047.617;18,01%;16,56%;4.871;1.316
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;06/2017;1.284.632.297;479.875.011;1.152.356.813;872.161.978;132.275.484;11.233.993;133.654.053;18,45%;23,98%;3.408;949
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;06/2017;1.277.000.654;715.885.570;1.248.099.515;1.077.395.145;28.901.138;4.073.798;83.193.794;14,42%;11,62%;3.414;828
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;06/2017;999.292.204;375.069.187;892.466.990;718.333.748;106.825.214;7.983.535;103.050.036;16,66%;39,57%;5.141;1.450
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;06/2017;883.640.023;347.038.889;833.470.381;505.988.988;50.169.642;1.344.925;126.593.854;22,75%;9,87%;4;0
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;06/2017;652.922.170;256.764.669;589.644.280;458.774.837;63.277.890;3.833.754;62.047.052;16,49%;16,35%;2.763;1.187
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;06/2017;154.355.372;52.126.449;144.724.282;126.991.573;9.631.090;846.758;12.463.933;15,42%;31,26%;111;5
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;06/2017;118.303.207;12.571.523;100.272.751;54.100.156;18.030.456;1.228.849;18.565.348;19,01%;26,30%;11;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;06/2017;102.026.806;46.305.204;93.739.060;69.785.033;8.287.747;230.903;8.178.049;13,53%;20,26%;90;0
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;06/2017;79.386.626;19.428.970;70.701.082;43.397.344;8.685.544;481.601;8.467.661;16,46%;4,05%;134;15
