Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;09/2018;1.468.808.203;630.336.556;1.376.062.162;1.151.646.708;92.746.041;3.171.819;131.940.068;18,70%;14,46%;4.776;1.217
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;09/2018;1.422.242.684;530.524.320;1.283.160.423;959.421.001;139.082.261;5.775.067;137.251.889;16,89%;26,06%;3.388;916
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;09/2018;1.282.596.075;693.788.482;1.238.295.708;1.067.057.705;44.300.367;4.377.522;105.433.100;19,83%;9,28%;3.380;795
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;09/2018;1.062.626.611;398.701.268;946.884.494;766.803.343;115.742.117;5.012.025;110.141.197;16,78%;37,97%;4.711;1.438
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;09/2018;791.479.867;317.935.125;710.876.192;362.419.414;80.603.675;1.603.001;167.296.091;29,09%;7,82%;5;0
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;09/2018;768.891.359;298.490.164;700.632.357;514.079.011;68.259.003;3.133.850;67.093.537;15,26%;11,87%;2.698;1.292
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;09/2018;177.055.084;68.168.534;166.289.926;143.346.797;10.765.158;451.280;14.456.661;13,16%;33,12%;115;5
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;09/2018;161.675.268;18.363.275;142.531.272;101.514.031;19.143.996;588.520;14.878.153;17,76%;29,18%;15;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;09/2018;96.497.207;49.726.075;87.206.343;64.583.953;9.290.864;253.524;9.730.179;16,39%;21,63%;92;0
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;09/2018;82.188.480;12.551.883;73.472.921;37.337.494;8.715.559;223.061;8.486.098;15,78%;1,50%;134;22
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;09/2018;80.312.039;0;67.187.422;6.400.179;13.124.617;798.823;NA;NA%;NA%;0;0
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;09/2018;75.896.672;31.742.612;68.645.010;58.044.244;7.251.662;290.222;6.190.425;15,91%;5,41%;541;146
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;09/2018;58.788.537;10.446.832;54.913.369;17.444.322;3.875.169;194.924;6.599.690;15,37%;2,25%;309;2
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;09/2018;55.500.343;17.510.355;52.105.123;20.757.876;3.395.221;29.748;4.007.047;12,81%;1,67%;7;0
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;09/2018;51.803.851;6.685.838;50.051.975;43.133.462;1.751.876;59.502;1.743.200;18,51%;9,67%;7;0
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;09/2018;49.178.053;2.019.520;44.393.490;22.280.403;4.784.562;-48.886;4.710.044;17,56%;2,13%;11;1
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;09/2018;47.375.761;9.647.564;46.098.478;43.557.399;1.277.283;15.575;1.436.871;19,89%;8,97%;7;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;09/2018;40.895.810;3.961.893;36.992.328;16.932.536;3.903.482;63.560;5.374.531;21,23%;1,33%;10;0
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;09/2018;32.781.916;2.412.539;31.167.180;5.718.266;1.614.736;7.258;1.563.418;24,89%;1,45%;5;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;09/2018;31.330.379;12.436.797;27.711.528;21.669.222;3.618.851;116.112;4.249.725;16,17%;0,59%;8;0
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;09/2018;28.646.254;4.106.246;27.205.570;26.380.281;1.440.684;55.102;1.391.141;16,65%;15,51%;125;34
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;09/2018;28.209.344;20.476.156;25.506.100;21.558.607;2.703.244;70.898;4.434.189;17,10%;0,39%;18;0
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;09/2018;27.871.445;19.412.979;23.824.263;18.470.180;4.047.182;49.125;2.525.533;14,01%;16,75%;5;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;09/2018;27.646.056;16.464.106;24.301.984;20.381.695;3.344.071;194.187;3.352.326;15,01%;26,41%;43;0
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;09/2018;24.782.227;8.596.207;22.994.150;18.485.477;1.788.077;-30.224;2.262.344;22,13%;2,14%;14;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;09/2018;23.610.503;794.664;21.081.785;8.928.138;2.528.719;43.267;2.528.719;17,22%;2,26%;4;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;09/2018;23.397.552;2.358.029;21.983.262;7.544.515;1.414.289;22.593;1.414.104;25,03%;0,23%;4;0
