Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2010;NA;NA;60.192.189;18.651.797;78.670.791;463.443.621;0;1.450.236;6.028.566;1.587.018;9.065.821;24.958.892;497.468.334;NA;NA%;NA%;15,81%;NA%;37,32%
BB;49906;b1;;C;1;BRASILIA;DF;12/2010;NA;NA;52.452.142;19.763.491;68.257.551;434.592.774;0;26.726;197.080;61.848;285.653;28.700.628;463.579.056;NA;NA%;NA%;14,72%;NA%;20,99%
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2010;NA;NA;41.816.173;41.816.173;83.201.218;405.300.808;0;0;859.880;0;859.880;6.630.541;412.791.229;NA;NA%;NA%;20,16%;NA%;0,41%
BRADESCO;10045;b1;;C;2;OSASCO;SP;12/2010;NA;NA;49.689.801;6.373.223;55.968.367;352.170.451;0;12.449;3.314.996;129.241;3.456.687;15.986.981;371.614.119;NA;NA%;NA%;15,06%;NA%;49,71%
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;12/2010;NA;NA;64.452.749;7.433.493;71.862.233;233.004.652;0;14.091;5.925.425;485.964;6.425.480;13.290.528;252.720.659;NA;NA%;NA%;28,44%;NA%;39,65%
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2010;NA;NA;16.922.987;15.647.401;32.569.539;195.873.562;0;0;334.970;0;334.970;14.732.575;210.941.107;NA;NA%;NA%;15,44%;NA%;17,16%
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;12/2010;NA;NA;8.405.405;3.439.314;11.844.719;79.630.378;0;18.268;6.595.820;378.931;6.993.019;3.790.301;90.413.698;NA;NA%;NA%;13,10%;NA%;1,40%
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2010;NA;NA;7.572.209;1.926.459;9.498.668;64.530.458;0;0;1.226.291;51.305;1.277.596;6.296.645;72.104.698;NA;NA%;NA%;13,17%;NA%;36,48%
SAFRA;10083;b1;;C;2;SAO PAULO;SP;12/2010;NA;NA;5.595.616;1.004.783;6.600.399;44.914.185;0;13.038;944.102;52.290;1.009.430;1.000.402;46.924.017;NA;NA%;NA%;14,07%;NA%;24,04%
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;12/2010;NA;NA;5.211.488;533.122;5.744.609;27.267.685;6.630.454;75.369;1.456.232;523.293;8.685.349;5.727.567;41.680.600;NA;NA%;NA%;13,78%;NA%;14,45%
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;12/2010;NA;NA;5.587.663;0;5.567.094;15.063.815;2.022.331;822.159;2.891.968;2.221.560;7.958.018;2.424.804;25.446.637;NA;NA%;NA%;21,88%;NA%;10,18%
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;12/2010;NA;NA;3.851.498;-5.451;3.715.475;17.944.360;0;0;2.780.438;25.191;2.805.630;3.152.527;23.902.517;NA;NA%;NA%;15,54%;NA%;7,76%
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;12/2010;NA;NA;2.146.806;1.101.467;3.248.273;20.443.750;0;151.378;3.463;0;154.841;3.286.946;23.885.537;NA;NA%;NA%;13,60%;NA%;5,85%
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;12/2010;NA;NA;2.321.762;915.984;3.237.746;19.778.213;0;0;735.600;0;735.600;246.966;20.760.779;NA;NA%;NA%;15,60%;NA%;1,80%
