Instituição financeira;Código;TCB;TD;TC;SR;Cidade;UF;Data;Exportações;;Importações;;Total Primário Comercial;;Transferências do Exterior;;Transferências para o Exterior;;Total Primário Financeiro;;Total Primário;;Interbancário Compra;;Interbancário Venda;;Total Interbancário;;Total;;
;;;;;;;;;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor Total;
GOLDMAN SACHS;51.585;b2;C;3;S3;SAO PAULO;SP;09/2019;0;0;0;0;0;0;873;4.139.396;764;6.970.058;1.637;11.109.454;1.637;11.109.454;169;6.703.835;135;3.677.126;304;10.380.961;1.941;21.490.415
ING;51.073;b1;C;3;S3;SAO PAULO;SP;09/2019;145;675.168;1;17.933;146;693.100;69;121.902;121;64.111;190;186.013;336;879.114;277;8.796.015;312;9.710.374;589;18.506.389;925;19.385.502
BNP PARIBAS;51.516;b1;C;3;S3;SAO PAULO;SP;09/2019;611;841.661;3.278;504.006;3.889;1.345.667;2.629;3.139.126;4.524;5.008.804;7.153;8.147.929;11.042;9.493.596;1.669;5.364.358;1.618;4.007.110;3.287;9.371.469;14.329;18.865.065
MORGAN STANLEY;51.413;b1;C;3;S3;SAO PAULO;SP;09/2019;0;0;0;0;0;0;1.527;5.000.909;2.020;5.529.953;3.547;10.530.862;3.547;10.530.862;156;3.851.324;136;2.889.286;292;6.740.610;3.839;17.271.471
BANCO MUFG BRASIL S.A.;60.498.557;b1;I;3;S3;SAO PAULO;SP;09/2019;345;87.977;1.279;197.557;1.624;285.535;1.302;1.235.726;1.408;1.382.110;2.710;2.617.836;4.334;2.903.371;1.545;7.043.317;1.572;7.123.829;3.117;14.167.145;7.451;17.070.516
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;S4;SAO PAULO;SP;09/2019;40;145.071;75;18.956;115;164.027;416;3.064.750;375;3.061.131;791;6.125.881;906;6.289.908;107;4.654.465;124;4.774.626;231;9.429.091;1.137;15.718.999
CREDIT AGRICOLE;51.066;b1;C;3;S3;SAO PAULO;SP;09/2019;24;96.555;36;147.511;60;244.067;125;127.848;175;399.831;300;527.679;360;771.746;320;5.944.893;318;5.625.169;638;11.570.062;998;12.341.808
VOTORANTIM;51.011;b1;C;2;S2;SAO PAULO;SP;09/2019;232;481.587;1.484;385.689;1.716;867.276;1.017;1.569.673;2.710;1.177.352;3.727;2.747.025;5.443;3.614.301;1.125;2.817.187;2.666;3.333.536;3.791;6.150.723;9.234;9.765.024
CREDIT SUISSE;30.771;b1;C;3;S3;SAO PAULO;SP;09/2019;12;200.851;0;0;12;200.851;727;1.105.540;793;1.810.806;1.520;2.916.346;1.532;3.117.197;81;3.288.385;105;2.633.215;186;5.921.601;1.718;9.038.797
DEUTSCHE BANK S.A. - BANCO ALEMAO;62.331.228;b1;I;3;S3;SAO PAULO;SP;09/2019;397;1.452.521;1.590;695.065;1.987;2.147.586;847;1.309.410;2.228;1.629.126;3.075;2.938.537;5.062;5.086.123;320;1.408.831;314;1.771.663;634;3.180.493;5.696;8.266.616
ABC-BRASIL;41.856;b1;C;3;S3;SAO PAULO;SP;09/2019;309;346.638;663;186.690;972;533.329;539;2.279.991;863;2.385.943;1.402;4.665.934;2.374;5.199.263;448;1.444.794;751;1.621.966;1.199;3.066.760;3.573;8.266.023
SAFRA;10.083;b1;C;2;S2;SAO PAULO;SP;09/2019;528;309.879;2.640;388.694;3.168;698.572;79.078;435.092;67.909;749.312;146.987;1.184.404;150.155;1.882.977;592;2.797.394;587;2.345.943;1.179;5.143.337;151.334;7.026.314
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;SAO PAULO;SP;09/2019;346;847.731;86;50.195;432;897.926;223;475.192;673;464.879;896;940.071;1.328;1.837.997;55;672.174;73;1.357.578;128;2.029.752;1.456;3.867.749
RENDIMENTO;51.468;b1;C;2;S4;SAO PAULO;SP;09/2019;256;13.252;1.499;62.393;1.755;75.645;281.443;657.809;266.983;641.474;548.426;1.299.283;550.181;1.374.928;5.405;1.086.838;29.256;1.075.313;34.661;2.162.151;584.842;3.537.079
CONFIDENCE;51.671;b2;C;2;S4;SAO PAULO;SP;09/2019;972;100.931;4.616;162.962;5.588;263.893;92.483;371.109;295.708;633.861;388.191;1.004.970;393.779;1.268.863;11.641;1.150.814;22.309;823.933;33.950;1.974.747;427.729;3.243.611
MS BANK S.A. BANCO DE CÂMBIO;19.307.785;b2;I;2;S4;CURITIBA;PR;09/2019;229;15.468;2.105;83.610;2.334;99.079;1.120;353.968;445.035;453.790;446.155;807.758;448.489;906.836;821;1.250.220;1.171;1.081.547;1.992;2.331.766;450.481;3.238.603
OURINVEST;51.901;b1;C;2;S4;SAO PAULO;SP;09/2019;719;68.985;4.959;251.968;5.678;320.953;4.198;219.432;11.860;264.018;16.058;483.450;21.736;804.403;2.282;1.325.465;28.991;1.089.035;31.273;2.414.500;53.009;3.218.903
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;BRASILIA;DF;09/2019;394;120.226;289;6.205;683;126.432;25.401;198.014;18.956;776.313;44.357;974.327;45.040;1.100.759;535;1.165.617;563;837.939;1.098;2.003.555;46.138;3.104.314
PINE;50.304;b1;C;2;S3;SAO PAULO;SP;09/2019;108;80.381;886;108.700;994;189.080;92;163.577;428;141.561;520;305.139;1.514;494.219;352;1.258.172;965;1.265.169;1.317;2.523.341;2.831;3.017.560
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;S3;SAO PAULO;SP;09/2019;458;337.564;1.803;352.884;2.261;690.449;1.159;415.321;1.682;254.659;2.841;669.979;5.102;1.360.428;262;493.891;263;625.952;525;1.119.842;5.627;2.480.270
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;S4;SAO PAULO;SP;09/2019;45;132.682;38;46.293;83;178.976;51;550.519;369;269.773;420;820.293;503;999.268;42;448.498;70;910.494;112;1.358.991;615;2.358.260
DAYCOVAL;51.987;b1;C;2;S3;SAO PAULO;SP;09/2019;1.742;263.601;2.016;112.856;3.758;376.457;66.810;207.376;160.385;294.305;227.195;501.682;230.953;878.139;1.419;604.709;4.191;798.361;5.610;1.403.070;236.563;2.281.209
BANCO KDB DO BRASIL S.A.;7.656.500;b1;I;3;S4;SAO PAULO;SP;09/2019;0;0;0;0;0;0;609;670.035;1.317;709.164;1.926;1.379.200;1.926;1.379.200;73;392.088;178;354.000;251;746.088;2.177;2.125.288
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;SAO PAULO;SP;09/2019;243;342.758;1.639;256.547;1.882;599.305;218;251.520;718;176.176;936;427.696;2.818;1.027.001;88;448.172;100;571.153;188;1.019.325;3.006;2.046.326
BEXS;51.743;b2;C;2;S4;SAO PAULO;SP;09/2019;90;458.642;87;4.036;177;462.678;1.291;61.527;5.664;530.427;6.955;591.954;7.132;1.054.632;374;484.696;185;478.694;559;963.390;7.691;2.018.022
HSBC BRASIL S.A. - BANCO DE INVESTIMENTO;53.518.684;b2;I;3;S4;SAO PAULO;SP;09/2019;31;159.547;120;69.371;151;228.918;60;69.444;116;112.831;176;182.274;327;411.193;147;692.920;203;905.011;350;1.597.931;677;2.009.123
MÁXIMA;50.201;b1;C;2;S4;RIO DE JANEIRO;RJ;09/2019;326;334.483;1.495;57.690;1.821;392.173;5.532;147.569;53.502;422.180;59.034;569.749;60.855;961.922;209;401.970;175;412.722;384;814.692;61.239;1.776.614
GRUPO BONSUCESSO - BS2;52.034;b1;C;2;S4;BELO HORIZONTE;MG;09/2019;323;69.207;1.706;78.402;2.029;147.609;22.258;264.656;68.604;246.035;90.862;510.692;92.891;658.300;5.280;525.186;9.032;532.351;14.312;1.057.537;107.203;1.715.837
SOCOPA;50.328;b1;C;2;S4;SAO PAULO;SP;09/2019;270;73.952;548;15.334;818;89.286;337.626;177.150;11.131;37.547;348.757;214.697;349.575;303.983;5.246;587.747;20.451;808.052;25.697;1.395.799;375.272;1.699.782
BANCO DA CHINA BRASIL S.A.;10.690.848;b1;I;3;S4;SAO PAULO;SP;09/2019;26;591.167;73;14.337;99;605.504;59;59.321;149;181.532;208;240.853;307;846.357;88;163.238;66;617.874;154;781.112;461;1.627.469
MIZUHO;51.554;b1;I;3;S4;SAO PAULO;SP;09/2019;221;165.352;453;109.580;674;274.932;277;55.382;411;99.753;688;155.135;1.362;430.067;255;558.238;271;579.464;526;1.137.702;1.888;1.567.770
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;RIO DE JANEIRO;RJ;09/2019;239;349.039;0;0;239;349.039;336;155.378;102;225.724;438;381.102;677;730.141;5;342.825;20;370.547;25;713.372;702;1.443.513
CCB;32.119;b1;C;3;S3;SAO PAULO;SP;09/2019;124;114.477;560;79.255;684;193.733;42;82.401;551;212.706;593;295.107;1.277;488.840;79;254.724;80;359.542;159;614.265;1.436;1.103.105
BANCO TOPÁZIO S.A.;7.679.404;b1;I;2;S4;PORTO ALEGRE;RS;09/2019;27;5.958;4;106;31;6.063;10.144;8.350;1.276;482.821;11.420;491.171;11.451;497.234;1.818;475.244;23;6.695;1.841;481.939;13.292;979.174
MODAL;51.963;b1;C;2;S4;RIO DE JANEIRO;RJ;09/2019;12;21.401;186;22.871;198;44.272;367;230.726;365;177.940;732;408.666;930;452.938;44;209.191;45;264.561;89;473.753;1.019;926.691
B&T CORRETORA DE CAMBIO LTDA.;73.622.748;n2;I;2;S4;RIO DE JANEIRO;RJ;09/2019;557;10.569;2.267;50.519;2.824;61.088;93.004;66.564;139.666;150.157;232.670;216.721;235.494;277.809;8.489;286.796;902;163.668;9.391;450.464;244.885;728.274
COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO;23.522.214;b1;I;3;S4;SAO PAULO;SP;09/2019;49;56.289;172;78.492;221;134.781;42;12.894;185;60.782;227;73.677;448;208.458;81;274.869;78;211.440;159;486.309;607;694.767
WESTERN UNION;51.767;b1;C;3;S4;SAO PAULO;SP;09/2019;0;0;0;0;0;0;386.793;125.621;495.626;198.557;882.419;324.178;882.419;324.178;1.199;209.588;1.496;138.344;2.695;347.931;885.114;672.109
BANCO B3 S.A.;997.185;b1;I;2;S4;SAO PAULO;SP;09/2019;0;0;0;0;0;0;355;174.305;371;262.269;726;436.573;726;436.573;155;160.904;82;73.004;237;233.908;963;670.481
BANRISUL;30.173;b1;C;1;S2;PORTO ALEGRE;RS;09/2019;2.439;157.710;3.706;131.451;6.145;289.161;1.415;32.084;3.896;127.526;5.311;159.610;11.456;448.771;121;129.103;91;60.945;212;190.048;11.668;638.819
BANCO CARGILL S.A.;3.609.817;b1;I;3;S4;SAO PAULO;SP;09/2019;43;30.871;2;2.963;45;33.834;6;31.061;68;6.946;74;38.007;119;71.841;5;203.000;8;297.000;13;500.000;132;571.841
ADVANCED CORRETORA DE CÂMBIO LTDA;92.856.905;n2;I;2;S4;SAO PAULO;SP;09/2019;596;11.790;5.430;81.767;6.026;93.557;6.065;40.030;15.916;90.631;21.981;130.661;28.007;224.218;2.048;210.339;658;89.798;2.706;300.137;30.713;524.355
BOCOM;52.003;b1;C;3;S4;SALVADOR;BA;09/2019;82;55.047;18;1.889;100;56.936;74;151.855;365;127.383;439;279.238;539;336.174;21;68.145;22;113.141;43;181.285;582;517.459
NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;74.828.799;b1;I;3;S4;PORTO ALEGRE;RS;09/2019;39;2.300;42;716;81;3.016;20;1.961;136;134.047;156;136.008;237;139.025;33;237.750;20;115.000;53;352.750;290;491.775
INTER;51.884;b1;C;2;S4;BELO HORIZONTE;MG;09/2019;21;718;173;1.331;194;2.049;3.032;164.635;2.039;17.478;5.071;182.113;5.265;184.161;417;36.047;326;181.937;743;217.984;6.008;402.145
HAITONG;51.482;b2;C;3;S3;SAO PAULO;SP;09/2019;10;87.615;0;0;10;87.615;5;1.531;48;2.646;53;4.177;63;91.791;20;110.014;23;196.980;43;306.994;106;398.785
INTL FCSTONE;52.041;b2;C;3;S4;SAO PAULO;SP;09/2019;29;4.422;67;3.366;96;7.788;6.567;170.765;470;18.685;7.037;189.450;7.133;197.238;157;16.026;451;169.163;608;185.189;7.741;382.427
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55.230.916;b1;I;3;S4;SAO PAULO;SP;09/2019;17;82.788;51;5.807;68;88.594;42;69.464;193;11.730;235;81.194;303;169.789;31;32.792;19;168.260;50;201.052;353;370.841
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;FORTALEZA;CE;09/2019;84;155.016;126;7.222;210;162.238;61;2.370;74;13.496;135;15.866;345;178.104;44;23.281;55;160.036;99;183.317;444;361.420
PLURAL;51.839;b1;C;2;S4;RIO DE JANEIRO;RJ;09/2019;43;3.234;79;4.264;122;7.498;491;56.190;1.120;142.956;1.611;199.147;1.733;206.645;160;116.538;26;28.448;186;144.986;1.919;351.631
INDUSTRIAL DO BRASIL;50.988;b1;C;2;S4;SAO PAULO;SP;09/2019;142;131.896;139;9.574;281;141.470;182;12.967;248;10.206;430;23.173;711;164.643;112;25.841;120;145.217;232;171.058;943;335.701
FAIR CORRETORA DE CAMBIO S.A.;32.648.370;n2;I;2;S4;SAO PAULO;SP;09/2019;292;4.648;3.685;75.412;3.977;80.061;3.659;25.146;21.842;62.153;25.501;87.299;29.478;167.360;4.176;132.966;156;25.213;4.332;158.179;33.810;325.538
COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;460.065;n2;I;2;S4;RIO DE JANEIRO;RJ;09/2019;0;0;0;0;0;0;1.079;489;2.248;2.440;3.327;2.929;3.327;2.929;1.641;144.284;1.063;142.213;2.704;286.497;6.031;289.426
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;S4;SAO PAULO;SP;09/2019;102;11.390;971;76.342;1.073;87.733;129;15.836;517;17.684;646;33.519;1.719;121.252;711;97.910;227;29.770;938;127.681;2.657;248.933
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17.453.575;b1;I;3;S4;SAO PAULO;SP;09/2019;38;100.547;2;20;40;100.567;16;633;71;23.543;87;24.176;127;124.743;3;3.893;51;120.065;54;123.957;181;248.701
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;PORTO ALEGRE;RS;09/2019;1.982;82.008;1.441;36.042;3.423;118.050;974;25.889;701;33.203;1.675;59.092;5.098;177.142;39;14.287;62;53.363;101;67.649;5.199;244.792
CAIXA GERAL;51.815;b1;C;3;S4;SAO PAULO;SP;09/2019;10;16.769;32;5.453;42;22.222;22;899;185;24.318;207;25.217;249;47.439;23;82.324;24;107.332;47;189.656;296;237.095
BANCO KEB HANA DO BRASIL S.A.;2.318.507;b1;I;3;S4;SAO PAULO;SP;09/2019;2;8.104;49;11.576;51;19.680;175;62.965;181;58.618;356;121.583;407;141.263;48;44.004;47;44.883;95;88.887;502;230.150
BMG;30.290;b1;C;2;S3;SAO PAULO;SP;09/2019;16;10.303;7;11.410;23;21.713;30;34.238;110;12.198;140;46.436;163;68.149;15;78.776;26;78.956;41;157.732;204;225.881
AGK CORRETORA DE CAMBIO S.A.;250.699;n2;I;2;S4;SAO PAULO;SP;09/2019;534;9.249;2.837;65.061;3.371;74.311;1.989;19.723;9.195;25.285;11.184;45.007;14.555;119.318;1.197;67.919;51;6.492;1.248;74.411;15.803;193.729
GUITTA CORRETORA DE CAMBIO LTDA.;24.074.692;n2;I;2;S4;SAO PAULO;SP;09/2019;280;4.698;3.879;67.354;4.159;72.052;980;13.824;4.270;26.630;5.250;40.454;9.409;112.507;1.418;77.158;33;1.677;1.451;78.835;10.860;191.342
UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;17.508.380;n2;I;2;S4;PORTO ALEGRE;RS;09/2019;0;0;0;0;0;0;75.882;9.751;65.465;43.961;141.347;53.712;141.347;53.712;3.166;76.081;326;41.869;3.492;117.950;144.839;171.662
ORIGINAL;51.781;b1;C;2;S3;SAO PAULO;SP;09/2019;38;55.080;33;2.383;71;57.463;156;2.578;497;30.454;653;33.032;724;90.495;9;52.989;10;21.549;19;74.538;743;165.033
BANCO WOORI BANK DO BRASIL S.A.;15.357.060;b1;I;3;S4;SAO PAULO;SP;09/2019;0;0;191;44.804;191;44.804;159;24.357;438;20.237;597;44.594;788;89.398;188;52.346;30;11.660;218;64.006;1.006;153.404
BR PARTNERS;51.822;b2;C;2;S4;SAO PAULO;SP;09/2019;3;11.190;57;45.005;60;56.196;14;2.805;368;12.284;382;15.089;442;71.285;31;62.750;4;18.000;35;80.750;477;152.035
BROKER BRASIL CORRETORA DE CÂMBIO LTDA.;16.944.141;n2;I;2;S4;SAO PAULO;SP;09/2019;120;2.375;1.894;40.926;2.014;43.301;990;8.083;4.193;18.583;5.183;26.666;7.197;69.967;3.443;57.647;512;8.585;3.955;66.232;11.152;136.199
LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.;50.579.044;n2;I;2;S4;SAO PAULO;SP;09/2019;102;1.460;2.138;49.478;2.240;50.938;651;4.209;5.166;14.994;5.817;19.203;8.057;70.141;1.932;60.893;813;2.090;2.745;62.983;10.802;133.123
SOFISA;31.873;b1;C;2;S4;SAO PAULO;SP;09/2019;281;49.900;82;10.297;363;60.197;46;5.423;152;1.581;198;7.004;561;67.201;10;6.237;18;56.401;28;62.638;589;129.839
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;BELO HORIZONTE;MG;09/2019;0;0;0;0;0;0;138;4.079;206;12.504;344;16.583;344;16.583;83;60.341;64;51.977;147;112.318;491;128.901
ALFA;51.293;b1;C;2;S3;SAO PAULO;SP;09/2019;34;19.410;26;5.222;60;24.631;46;32.221;126;17.879;172;50.100;232;74.732;18;12.418;31;40.668;49;53.086;281;127.817
DOURADA CORRETORA DE CÂMBIO LTDA.;76.641.497;n2;I;2;S4;CURITIBA;PR;09/2019;321;15.322;889;19.592;1.210;34.914;3.144;10.610;15.431;25.180;18.575;35.790;19.785;70.704;2.480;34.531;330;15.716;2.810;50.248;22.595;120.951
OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;11.495.073;n2;I;2;S4;SAO PAULO;SP;09/2019;3;147;75;713;78;860;24.203;10.372;37.853;32.884;62.056;43.256;62.134;44.116;3.216;44.571;187;21.597;3.403;66.168;65.537;110.284
CAMBIONET CORRETORA DE CÂMBIO LTDA.;14.190.547;n2;I;2;S4;PORTO ALEGRE;RS;09/2019;76;1.279;283;3.636;359;4.915;13.318;7.979;44.752;48.875;58.070;56.854;58.429;61.770;4.616;44.134;54;1.087;4.670;45.222;63.099;106.992
TREVISO CORRETORA DE CÂMBIO S.A.;2.992.317;n2;I;2;S4;SAO PAULO;SP;09/2019;99;1.810;1.305;20.692;1.404;22.502;11.085;12.403;12.776;26.051;23.861;38.455;25.265;60.957;1.819;37.006;477;4.570;2.296;41.576;27.561;102.532
FRENTE CORRETORA DE CÂMBIO LTDA.;71.677.850;n2;I;2;S4;SAO PAULO;SP;09/2019;21;441;178;2.583;199;3.024;261;3.458;9.988;22.538;10.249;25.996;10.448;29.020;2.687;42.470;595;21.138;3.282;63.608;13.730;92.628
TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;15.482.499;n2;I;2;S4;GAROPABA;SC;09/2019;11;100;26;204;37;304;8.305;4.028;21.215;13.486;29.520;17.514;29.557;17.817;1.707;42.096;314;32.524;2.021;74.620;31.578;92.437
BANCOOB;51.750;b1;C;2;S3;BRASILIA;DF;09/2019;5;34;29;854;34;888;19;7.014;59;43.106;78;50.120;112;51.008;20;38.099;1;68;21;38.167;133;89.175
VISION S.A. CORRETORA DE CAMBIO;4.062.902;n2;I;2;S4;SAO PAULO;SP;09/2019;151;2.332;1.233;20.419;1.384;22.751;1.133;6.920;6.938;21.058;8.071;27.978;9.455;50.729;2.904;34.244;77;2.022;2.981;36.266;12.436;86.995
MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;34.666.362;n2;I;2;S4;BELEM;PA;09/2019;6;146;3;182;9;328;4.441;1.755;3.632;3.289;8.073;5.044;8.082;5.372;234;41.534;170;39.950;404;81.484;8.486;86.856
DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;77.162.881;n2;I;2;S4;CURITIBA;PR;09/2019;3;44;160;2.259;163;2.304;1.250;899;5.954;8.454;7.204;9.354;7.367;11.658;770;38.559;159;28.848;929;67.407;8.296;79.064
MONEYCORP BANCO DE CÂMBIO S.A.;8.609.934;b2;I;2;S4;SAO PAULO;SP;09/2019;18;306;180;2.155;198;2.461;1.792;6.339;10.719;30.852;12.511;37.192;12.709;39.653;1.618;30.696;160;4.560;1.778;35.257;14.487;74.909
BANESTES;30.159;b1;C;1;S3;VITORIA;ES;09/2019;998;24.956;298;7.425;1.296;32.381;157;781;696;5.866;853;6.647;2.149;39.028;30;9.751;113;21.284;143;31.035;2.292;70.063
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2.332.886;n2;I;2;S4;RIO DE JANEIRO;RJ;09/2019;0;0;0;0;0;0;298;6.658;1.567;26.904;1.865;33.563;1.865;33.563;1.519;26.998;296;6.777;1.815;33.775;3.680;67.337
TORRE CORRETORA DE CÂMBIO LTDA;57.582.264;n2;I;2;S4;SAO PAULO;SP;09/2019;0;0;93;2.004;93;2.004;8;26;19.722;30.475;19.730;30.501;19.823;32.505;698;32.862;7;409;705;33.270;20.528;65.775
BRX CORRETORA DE CÂMBIO LTDA.;17.904.906;n2;I;2;S4;RIO DE JANEIRO;RJ;09/2019;1;1;6;31;7;32;5.980;2.775;16.165;15.269;22.145;18.044;22.152;18.076;2.002;29.013;166;16.486;2.168;45.499;24.320;63.575
ALBATROSS CORRETORA DE CAMBIO E VALORES S.A;5.452.073;n2;I;2;S4;SAO PAULO;SP;09/2019;5;78;96;2.012;101;2.090;975;3.376;5.744;8.205;6.719;11.581;6.820;13.670;3.169;27.905;170;21.072;3.339;48.976;10.159;62.647
SAGITUR CORRETORA DE CÂMBIO LTDA.;61.444.949;n2;I;2;S4;SAO PAULO;SP;09/2019;2;33;458;6.923;460;6.955;2.666;3.381;10.036;10.957;12.702;14.337;13.162;21.293;1.124;27.427;195;12.965;1.319;40.392;14.481;61.685
BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;6.373.777;n2;I;2;S4;RECIFE;PE;09/2019;3;45;57;1.207;60;1.253;11.153;4.614;20.450;23.166;31.603;27.780;31.663;29.033;2.377;26.151;87;6.374;2.464;32.525;34.127;61.558
FOURTRADE CORRETORA DE CÂMBIO LTDA.;40.353.377;n2;I;2;S4;RIO DE JANEIRO;RJ;09/2019;23;172;516;9.836;539;10.007;802;3.754;4.634;7.259;5.436;11.013;5.975;21.020;1.076;21.800;200;8.642;1.276;30.442;7.251;51.462
EXECUTIVE CORRETORA DE CÂMBIO LTDA.;19.086.249;n2;I;2;S5;NOVO HAMBURGO;RS;09/2019;69;1.444;215;3.705;284;5.149;12.588;6.051;19.612;14.259;32.200;20.311;32.484;25.460;1.323;14.295;249;3.699;1.572;17.994;34.056;43.454
GET MONEY CORRETORA DE CÂMBIO S.A.;10.853.017;n2;I;2;S5;SAO PAULO;SP;09/2019;8;36;33;857;41;893;16.664;7.491;25.793;20.094;42.457;27.585;42.498;28.478;1.806;13.349;17;103;1.823;13.452;44.321;41.930
JN-MAXI CORRETORA DE CÂMBIO LTDA.;20.283.069;n2;I;2;S4;SALVADOR;BA;09/2019;0;0;6;42;6;42;135;116;17.886;20.618;18.021;20.734;18.027;20.777;1.756;20.564;2;22;1.758;20.586;19.785;41.363
PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;59.615.005;n2;I;2;S4;SOROCABA;SP;09/2019;10;145;68;1.048;78;1.193;464;770;14.799;18.111;15.263;18.882;15.341;20.074;2.862;19.031;54;767;2.916;19.798;18.257;39.873
INTERCAM CORRETORA DE CÂMBIO LTDA.;34.265.629;n2;I;2;S4;SAO PAULO;SP;09/2019;8;249;410;11.598;418;11.847;295;2.272;2.548;5.589;2.843;7.861;3.261;19.709;973;16.935;140;2.355;1.113;19.290;4.374;38.999
