Instituição financeira;Código;TCB;TD;TC;Segmento;Cidade;UF;Data;Exportações;;Importações;;Total Primário Comercial;;Transferências do Exterior;;Transferências para o Exterior;;Total Primário Financeiro;;Total Primário;;Interbancário Compra;;Interbancário Venda;;Total Interbancário;;Total;;
;;;;;;;;;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor Total;
SANTANDER;30.379;b1;C;3;199;SAO PAULO;SP;06/2015;11.288;5.617.194;55.681;5.279.640;66.969;10.896.834;49.140;14.125.345;90.531;14.598.520;139.671;28.723.865;206.640;39.620.699;1.960;34.853.216;1.785;33.879.582;3.745;68.732.798;210.385;108.353.498
CITIBANK;30.403;b1;C;3;199;SAO PAULO;SP;06/2015;4.645;2.427.526;19.569;4.774.310;24.214;7.201.836;25.890;21.722.699;48.376;20.168.944;74.266;41.891.643;98.480;49.093.479;1.052;9.036.116;1.016;7.365.807;2.068;16.401.923;100.548;65.495.402
ITAU;10.069;b1;C;2;199;SAO PAULO;SP;06/2015;20.919;3.872.474;54.223;4.985.354;75.142;8.857.828;136.755;9.419.607;99.347;11.607.083;236.102;21.026.690;311.244;29.884.518;704;19.265.999;624;16.213.738;1.328;35.479.738;312.572;65.364.256
HSBC;51.152;b1;C;3;199;CURITIBA;PR;06/2015;7.218;3.144.941;29.410;3.962.149;36.628;7.107.091;31.792;13.418.805;66.693;14.092.500;98.485;27.511.306;135.113;34.618.396;886;15.085.986;858;12.814.024;1.744;27.900.010;136.857;62.518.406
BB;49.906;b1;C;1;199;BRASILIA;DF;06/2015;26.239;13.051.106;41.808;7.578.489;68.047;20.629.595;61.579;11.941.366;76.708;14.263.784;138.287;26.205.150;206.334;46.834.745;893;2.717.324;849;5.790.152;1.742;8.507.476;208.076;55.342.222
JP MORGAN CHASE;20.107;b1;C;3;199;SAO PAULO;SP;06/2015;662;1.578.192;8.110;2.375.179;8.772;3.953.371;2.697;14.157.297;5.181;12.811.649;7.878;26.968.945;16.650;30.922.317;703;5.865.919;895;6.946.934;1.598;12.812.853;18.248;43.735.169
BRADESCO;10.045;b1;C;2;199;OSASCO;SP;06/2015;15.646;8.639.370;31.913;6.031.631;47.559;14.671.001;67.363;8.822.097;53.885;8.933.078;121.248;17.755.175;168.807;32.426.176;1.823;4.695.081;1.842;5.220.807;3.665;9.915.888;172.472;42.342.064
BTG PACTUAL;49.944;b1;C;2;199;RIO DE JANEIRO;RJ;06/2015;88;745.130;155;120.226;243;865.356;1.396;4.056.251;1.827;3.624.826;3.223;7.681.077;3.466;8.546.434;368;11.613.480;381;11.970.997;749;23.584.477;4.215;32.130.911
SOCIETE GENERALE;31.859;b1;C;3;199;SAO PAULO;SP;06/2015;47;292.536;312;34.256;359;326.792;566;2.970.930;707;2.420.665;1.273;5.391.595;1.632;5.718.387;302;11.972.296;359;12.826.341;661;24.798.637;2.293;30.517.024
BNP PARIBAS;51.516;b1;C;3;199;SAO PAULO;SP;06/2015;858;1.798.355;2.968;810.352;3.826;2.608.707;1.838;4.979.302;4.662;5.386.534;6.500;10.365.836;10.326;12.974.543;781;7.809.533;756;7.255.338;1.537;15.064.871;11.863;28.039.414
DEUTSCHE;51.183;b1;C;3;199;SAO PAULO;SP;06/2015;537;1.476.504;3.087;1.223.386;3.624;2.699.890;1.157;2.822.722;3.699;3.263.516;4.856;6.086.238;8.480;8.786.127;457;6.923.787;421;6.640.426;878;13.564.213;9.358;22.350.340
BOFA MERRILL LYNCH;51.255;b1;C;3;199;SAO PAULO;SP;06/2015;238;1.921.985;480;174.233;718;2.096.218;642;6.259.064;853;5.056.012;1.495;11.315.077;2.213;13.411.295;59;2.137.600;107;4.631.927;166;6.769.527;2.379;20.180.821
CREDIT SUISSE;30.771;b1;C;3;199;SAO PAULO;SP;06/2015;8;28.874;1;14;9;28.889;1.024;2.233.017;1.184;3.252.332;2.208;5.485.348;2.217;5.514.237;455;6.641.829;493;5.998.588;948;12.640.416;3.165;18.154.653
MORGAN STANLEY;51.413;b1;C;3;199;SAO PAULO;SP;06/2015;0;0;0;0;0;0;1.498;4.350.829;1.240;3.637.360;2.738;7.988.189;2.738;7.988.189;77;2.154.240;119;2.957.263;196;5.111.504;2.934;13.099.692
VOTORANTIM;51.011;b1;C;2;199;SAO PAULO;SP;06/2015;399;1.385.261;4.828;1.174.815;5.227;2.560.076;731;1.511.317;3.838;2.402.138;4.569;3.913.455;9.796;6.473.531;529;3.415.438;1.299;2.726.248;1.828;6.141.686;11.624;12.615.217
SAFRA;10.083;b1;C;2;199;SAO PAULO;SP;06/2015;691;305.901;3.335;398.718;4.026;704.619;2.356;816.977;7.488;970.853;9.844;1.787.830;13.870;2.492.449;368;3.062.645;330;2.720.750;698;5.783.395;14.568;8.275.845
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;8;SAO PAULO;SP;06/2015;412;175.537;1.668;276.110;2.080;451.647;1.423;1.167.898;1.517;576.174;2.940;1.744.072;5.020;2.195.719;1.042;2.751.943;995;3.250.043;2.037;6.001.986;7.057;8.197.705
SOCOPA;50.328;b1;C;2;199;SAO PAULO;SP;06/2015;253;169.791;1.691;94.192;1.944;263.983;2.247;336.725;7.787;423.677;10.034;760.402;11.978;1.024.385;5.668;2.827.389;24.043;2.806.536;29.711;5.633.925;41.689;6.658.311
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;6;BRASILIA;DF;06/2015;694;656.347;582;41.400;1.276;697.747;13.671;2.191.165;5.638;2.248.508;19.309;4.439.673;20.585;5.137.420;241;347.446;306;901.000;547;1.248.446;21.132;6.385.865
GOLDMAN SACHS;51.585;b2;C;3;198;SAO PAULO;SP;06/2015;0;0;0;0;0;0;653;2.180.878;482;2.120.821;1.135;4.301.699;1.135;4.301.699;19;892.023;25;753.691;44;1.645.714;1.179;5.947.413
BARCLAYS;51.705;b1;C;3;199;SAO PAULO;SP;06/2015;0;0;23;14.485;23;14.485;312;1.162.806;342;1.166.047;654;2.328.853;677;2.343.338;386;1.588.304;560;1.559.382;946;3.147.686;1.623;5.491.025
CONFIDENCE;51.671;b2;C;2;198;BARUERI;SP;06/2015;125;52.385;1.019;50.421;1.144;102.806;3.038;135.881;13.593;351.823;16.631;487.704;17.775;590.510;9.297;2.051.321;29.214;1.856.834;38.511;3.908.155;56.286;4.498.665
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11.932.017;b2;I;3;13;SAO PAULO;SP;06/2015;60;294.850;99;135.372;159;430.222;86;45.322;160;140.044;246;185.366;405;615.588;330;1.620.563;430;1.738.068;760;3.358.631;1.165;3.974.219
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;8;SAO PAULO;SP;06/2015;395;140.382;1.359;357.823;1.754;498.205;964;730.680;1.366;346.912;2.330;1.077.592;4.084;1.575.797;179;687.834;250;852.978;429;1.540.812;4.513;3.116.610
BEXS;51.743;b2;C;2;198;SAO PAULO;SP;06/2015;73;588.720;381;15.872;454;604.592;1.087;81.098;9.846;153.439;10.933;234.537;11.387;839.129;2.431;700.884;971;1.200.616;3.402;1.901.500;14.789;2.740.629
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;8;SAO PAULO;SP;06/2015;139;658.845;55;48.927;194;707.772;196;371.757;733;236.017;929;607.774;1.123;1.315.546;28;327.497;47;788.373;75;1.115.870;1.198;2.431.417
RENDIMENTO;51.468;b1;C;2;199;SAO PAULO;SP;06/2015;114;4.450;658;14.067;772;18.517;22.475;179.065;23.880;526.639;46.355;705.704;47.127;724.221;3.646;1.003.976;21.139;660.937;24.785;1.664.913;71.912;2.389.134
BANCO DAYCOVAL S.A.;62.232.889;b1;I;2;8;SAO PAULO;SP;06/2015;630;73.677;1.129;82.297;1.759;155.975;1.357;152.670;6.441;155.486;7.798;308.157;9.557;464.131;1.033;843.885;4.513;813.689;5.546;1.657.574;15.103;2.121.705
CREDIT AGRICOLE;51.066;b1;C;3;199;SAO PAULO;SP;06/2015;44;204.211;3;1.435;47;205.646;41;7.800;154;35.614;195;43.414;242;249.060;243;733.226;250;835.600;493;1.568.826;735;1.817.886
BANCO BONSUCESSO S.A.;71.027.866;b1;I;2;8;BELO HORIZONTE;MG;06/2015;3;145;2;64;5;209;102;3.074;218;10.823;320;13.896;325;14.105;599;900.490;518;892.949;1.117;1.793.438;1.442;1.807.544
ABC-BRASIL;41.856;b1;C;3;199;SAO PAULO;SP;06/2015;140;70.616;267;51.600;407;122.216;104;280.214;834;227.761;938;507.975;1.345;630.191;95;455.845;94;494.211;189;950.057;1.534;1.580.247
ING;51.073;b1;C;3;199;SAO PAULO;SP;06/2015;72;552.434;29;69.122;101;621.556;19;76.050;209;92.281;228;168.330;329;789.887;18;262.000;23;502.158;41;764.159;370;1.554.045
OURINVEST;51.901;b2;C;2;198;SAO PAULO;SP;06/2015;1;68;114;9.848;115;9.916;441;10.440;1.723;38.544;2.164;48.984;2.279;58.900;827;719.404;17.461;685.526;18.288;1.404.931;20.567;1.463.830
MIZUHO;51.554;b1;I;3;199;SAO PAULO;SP;06/2015;99;250.388;62;21.170;161;271.559;110;235.908;103;58.630;213;294.538;374;566.097;112;206.431;158;622.579;270;829.010;644;1.395.107
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;4;RIO DE JANEIRO;RJ;06/2015;86;159.365;0;0;86;159.365;125;65.174;197;407.472;322;472.646;408;632.011;13;295.215;8;221.309;21;516.525;429;1.148.535
BES;51.482;b2;C;3;198;SAO PAULO;SP;06/2015;5;908;1;0;6;908;314;78.115;267;86.541;581;164.656;587;165.564;110;429.957;114;429.982;224;859.938;811;1.025.503
BIC;32.119;b1;C;3;199;SAO PAULO;SP;06/2015;349;187.017;372;48.495;721;235.513;156;203.961;574;68.473;730;272.434;1.451;507.947;75;110.236;69;369.077;144;479.313;1.595;987.259
MÁXIMA;50.201;b1;C;2;199;RIO DE JANEIRO;RJ;06/2015;138;2.784;816;29.759;954;32.543;644;83.061;4.673;172.155;5.317;255.216;6.271;287.760;2.111;353.135;4.267;232.008;6.378;585.143;12.649;872.903
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17.453.575;b1;I;3;8;SAO PAULO;SP;06/2015;21;110.500;115;97.442;136;207.942;160;271.444;75;145.940;235;417.385;371;625.326;21;35.937;99;174.006;120;209.942;491;835.268
BANRISUL;30.173;b1;C;1;199;PORTO ALEGRE;RS;06/2015;2.356;261.752;3.485;156.358;5.841;418.110;1.052;20.478;4.061;57.276;5.113;77.754;10.954;495.864;96;111.743;131;177.654;227;289.397;11.181;785.261
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;8;SAO PAULO;SP;06/2015;68;316.922;0;0;68;316.922;14;2.570;65;6.285;79;8.855;147;325.777;8;56.112;132;370.983;140;427.095;287;752.872
BANCO CARGILL S.A.;3.609.817;b1;I;3;8;SAO PAULO;SP;06/2015;33;271.004;10;54.442;43;325.445;4;5.544;53;116.009;57;121.553;100;446.998;14;86.143;22;191.750;36;277.893;136;724.891
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;8;SAO PAULO;SP;06/2015;49;93.239;58;34.460;107;127.699;30;147.913;193;31.997;223;179.910;330;307.609;16;106.580;30;272.825;46;379.405;376;687.014
B & T ASSOCIADOS CORRETORA DE CÂMBIO LTDA.;73.622.748;n2;I;2;21;RIO DE JANEIRO;RJ;06/2015;154;1.909;1.230;27.345;1.384;29.254;2.072;24.655;5.272;173.573;7.344;198.228;8.728;227.482;9.851;306.723;329;132.513;10.180;439.236;18.908;666.718
PREVIBANK S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;6.917.793;n2;I;2;16;FORTALEZA;CE;06/2015;14;642;4.027;264.436;4.041;265.078;727;4.594;9.113;59.452;9.840;64.046;13.881;329.124;3.478;319.537;50;1.684;3.528;321.221;17.409;650.345
CAIXA GERAL;51.815;b1;C;3;199;SAO PAULO;SP;06/2015;6;18.000;4;171;10;18.171;63;53.541;170;33.931;233;87.472;243;105.643;77;254.833;135;260.739;212;515.572;455;621.214
BBM;30.207;b1;C;2;199;SALVADOR;BA;06/2015;69;37.066;5;14.724;74;51.790;28;54.157;118;6.624;146;60.781;220;112.571;30;216.771;41;282.262;71;499.033;291;611.604
BANCO KEB DO BRASIL S.A.;2.318.507;b1;I;3;2;SAO PAULO;SP;06/2015;2;105;64;10.425;66;10.530;110;199.445;935;211.197;1.045;410.642;1.111;421.172;44;42.340;21;20.323;65;62.663;1.176;483.835
BANCO FIBRA S.A.;58.616.418;b1;I;2;8;SAO PAULO;SP;06/2015;153;16.991;1.019;62.418;1.172;79.409;252;67.338;802;138.310;1.054;205.648;2.226;285.057;114;161.898;89;19.567;203;181.465;2.429;466.522
PINE;50.304;b1;C;2;199;SAO PAULO;SP;06/2015;18;23.715;33;27.151;51;50.866;16;11.675;208;108.556;224;120.231;275;171.097;12;96.053;14;196.049;26;292.102;301;463.199
TREVISO CORRETORA DE CÂMBIO S.A.;2.992.317;n2;I;2;21;SAO PAULO;SP;06/2015;45;1.393;323;5.359;368;6.752;1.009;7.571;3.698;57.838;4.707;65.409;5.075;72.160;4.964;205.822;968;152.641;5.932;358.462;11.007;430.622
BANCO MODAL S.A.;30.723.886;b1;I;2;8;RIO DE JANEIRO;RJ;06/2015;36;1.533;136;13.659;172;15.192;62;146.792;170;34.263;232;181.055;404;196.247;42;59.674;46;164.585;88;224.259;492;420.507
FAIR CORRETORA DE CAMBIO S.A.;32.648.370;n2;I;2;21;SAO PAULO;SP;06/2015;144;2.549;2.533;61.030;2.677;63.579;2.016;32.198;6.738;146.211;8.754;178.409;11.431;241.988;3.213;171.370;5;845;3.218;172.215;14.649;414.203
BANCO KDB DO BRASIL S.A.;7.656.500;b1;I;3;8;SAO PAULO;SP;06/2015;0;0;0;0;0;0;452;183.839;385;36.096;837;219.935;837;219.935;14;8.042;138;155.700;152;163.742;989;383.677
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;8;SAO PAULO;SP;06/2015;60;19.510;1.894;146.193;1.954;165.704;53;4.515;336;13.829;389;18.344;2.343;184.048;928;160.370;96;24.527;1.024;184.897;3.367;368.944
ADVANCED CORRETORA DE CÂMBIO LTDA;92.856.905;n2;I;2;21;SAO PAULO;SP;06/2015;274;8.964;3.361;93.967;3.635;102.931;2.740;37.411;8.648;66.956;11.388;104.367;15.023;207.298;2.044;127.813;314;13.173;2.358;140.987;17.381;348.285
RENOVA S.A. CORRETORA DE CÂMBIO;72.760.713;n2;I;2;21;SAO PAULO;SP;06/2015;6;199;231;4.210;237;4.409;672;4.573;3.220;33.733;3.892;38.307;4.129;42.716;2.974;163.399;262;130.300;3.236;293.699;7.365;336.415
WESTERN UNION;51.767;b1;C;3;199;SAO PAULO;SP;06/2015;11;104;107;979;118;1.084;1.306;40.591;3.020;150.826;4.326;191.417;4.444;192.501;2.083;120.855;1.213;10.766;3.296;131.621;7.740;324.122
AGK CORRETORA DE CAMBIO S.A.;250.699;n2;I;2;21;SAO PAULO;SP;06/2015;144;4.809;2.329;96.778;2.473;101.587;1.217;21.205;3.109;29.034;4.326;50.239;6.799;151.826;848;113.161;49;13.222;897;126.383;7.696;278.210
OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;11.495.073;n2;I;2;16;SAO PAULO;SP;06/2015;0;0;177;9.334;177;9.334;5.293;6.644;10.572;53.645;15.865;60.289;16.042;69.623;4.877;128.384;262;72.374;5.139;200.759;21.181;270.382
INDUSVAL;50.531;b1;C;2;199;SAO PAULO;SP;06/2015;146;55.645;140;19.990;286;75.634;47;4.719;212;9.370;259;14.089;545;89.723;88;62.644;122;112.902;210;175.546;755;265.270
BROKER BRASIL CORRETORA DE CÂMBIO LTDA.;16.944.141;n2;I;2;21;SAO PAULO;SP;06/2015;42;865;1.743;53.628;1.785;54.493;573;6.933;2.117;61.161;2.690;68.094;4.475;122.587;3.503;123.323;475;16.327;3.978;139.651;8.453;262.238
SOFISA;31.873;b1;C;2;199;SAO PAULO;SP;06/2015;281;62.178;218;20.670;499;82.848;82;37.634;314;15.135;396;52.769;895;135.617;37;53.888;22;63.804;59;117.692;954;253.309
PAN;31.323;b1;C;2;199;SAO PAULO;SP;06/2015;26;48.202;0;0;26;48.202;18;20.304;80;48.734;98;69.038;124;117.241;3;48.586;29;85.500;32;134.086;156;251.326
BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.;997.185;b1;I;2;2;SAO PAULO;SP;06/2015;0;0;0;0;0;0;94;76.857;105;48.694;199;125.551;199;125.551;74;45.049;51;73.210;125;118.259;324;243.810
BANESTES;30.159;b1;C;1;199;VITORIA;ES;06/2015;2.050;81.561;689;32.788;2.739;114.349;351;15.826;842;9.638;1.193;25.463;3.932;139.812;63;21.934;213;74.205;276;96.139;4.208;235.951
MULTIMONEY CORRETORA DE CÂMBIO LTDA;12.586.596;n2;I;2;21;SAO PAULO;SP;06/2015;24;1.755;849;23.421;873;25.176;1.412;6.625;5.063;51.681;6.475;58.306;7.348;83.482;3.755;103.177;1.477;37.255;5.232;140.431;12.580;223.913
BANCO WOORI BANK DO BRASIL S.A.;15.357.060;b1;I;3;8;SAO PAULO;SP;06/2015;1;3;152;81.173;153;81.176;55;10.303;856;29.037;911;39.340;1.064;120.516;100;100.650;3;710;103;101.360;1.167;221.876
ORIGINAL;51.781;b1;C;2;199;SAO PAULO;SP;06/2015;21;43.916;330;59.008;351;102.924;39;18.268;384;15.537;423;33.806;774;136.729;58;52.160;16;22.561;74;74.721;848;211.450
ALFA;51.293;b1;C;2;199;SAO PAULO;SP;06/2015;33;21.268;38;11.682;71;32.950;42;47.015;135;52.215;177;99.230;248;132.180;26;31.496;23;39.753;49;71.249;297;203.429
BANIF;20.255;b1;C;3;199;SAO PAULO;SP;06/2015;10;458;62;1.026;72;1.484;106;87.626;245;92.930;351;180.557;423;182.041;18;12.969;10;6.217;28;19.186;451;201.227
COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;460.065;n2;I;2;16;RIO DE JANEIRO;RJ;06/2015;0;0;0;0;0;0;143;316;453;10.163;596;10.480;596;10.480;1.076;97.803;357;87.951;1.433;185.754;2.029;196.233
BANCO DA CHINA BRASIL S.A.;10.690.848;b1;I;3;8;SAO PAULO;SP;06/2015;58;47.463;52;19.739;110;67.203;44;11.996;107;1.747;151;13.742;261;80.945;33;28.190;85;82.741;118;110.931;379;191.876
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;8;FORTALEZA;CE;06/2015;135;51.995;114;23.928;249;75.923;40;827;134;14.929;174;15.757;423;91.680;57;42.237;70;54.966;127;97.203;550;188.883
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;11;PORTO ALEGRE;RS;06/2015;973;51.110;901;24.997;1.874;76.106;374;4.677;791;35.367;1.165;40.043;3.039;116.150;70;27.406;31;17.323;101;44.729;3.140;160.879
BR PARTNERS;51.822;b2;C;2;198;SAO PAULO;SP;06/2015;42;39.715;5;132;47;39.847;14;21.478;32;1.267;46;22.745;93;62.592;6;15.163;25;71.421;31;86.584;124;149.175
LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.;50.579.044;n2;I;2;15;SAO PAULO;SP;06/2015;49;620;1.471;36.381;1.520;37.001;696;7.643;3.584;30.610;4.280;38.252;5.800;75.254;1.550;63.248;83;4.546;1.633;67.794;7.433;143.047
MSB BANK S.A. BANCO DE CÂMBIO;19.307.785;b2;I;2;39;CURITIBA;PR;06/2015;1;130;18;542;19;672;114;41.930;661;33.632;775;75.562;794;76.234;341;28.376;515;36.943;856;65.319;1.650;141.553
INDUSTRIAL DO BRASIL;50.988;b1;C;2;199;SAO PAULO;SP;06/2015;209;28.476;391;31.163;600;59.638;23;410;138;1.976;161;2.386;761;62.024;158;32.993;62;25.876;220;58.869;981;120.893
BRASIL PLURAL;51.839;b1;C;2;199;RIO DE JANEIRO;RJ;06/2015;0;0;50;24.964;50;24.964;103;29.676;136;7.461;239;37.136;289;62.100;48;24.189;23;22.514;71;46.703;360;108.803
GUITTA CORRETORA DE CAMBIO LTDA.;24.074.692;n2;I;2;21;SAO PAULO;SP;06/2015;100;1.741;1.663;33.994;1.763;35.734;470;7.302;1.964;18.251;2.434;25.552;4.197;61.287;1.095;44.581;24;1.319;1.119;45.899;5.316;107.186
TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA;74.451.022;n2;I;2;15;POCOS DE CALDAS;MG;06/2015;71;1.020;1.235;22.882;1.306;23.902;515;6.393;4.272;29.816;4.787;36.209;6.093;60.112;1.212;45.225;15;517;1.227;45.742;7.320;105.853
GRACO CORRETORA DE CAMBIO S.A.;65.982.589;n2;I;2;21;POA;SP;06/2015;3;25;474;15.097;477;15.122;477;1.637;1.442;12.687;1.919;14.324;2.396;29.447;1.314;49.487;145;23.419;1.459;72.906;3.855;102.353
NOVO MUNDO CORRETORA DE CÂMBIO S.A.;8.609.934;n2;I;2;21;SAO PAULO;SP;06/2015;7;219;139;2.528;146;2.746;1.195;6.785;5.039;41.665;6.234;48.450;6.380;51.196;2.224;42.521;92;5.301;2.316;47.822;8.696;99.018
BMG;30.290;b1;C;2;199;SAO PAULO;SP;06/2015;8;6.078;1;1.630;9;7.708;7;4.722;56;36.106;63;40.828;72;48.536;8;32.416;12;17.567;20;49.983;92;98.519
BANCO DE LA PROVINCIA DE BUENOS AIRES;44.189.447;b1;I;3;28;SAO PAULO;SP;06/2015;39;7.728;0;0;39;7.728;11;23;22;971;33;994;72;8.722;62;40.075;75;46.650;137;86.725;209;95.447
GET MONEY CORRETORA DE CÂMBIO S.A.;10.853.017;n2;I;2;21;SAO PAULO;SP;06/2015;0;0;22;394;22;394;1.150;5.604;2.237;45.638;3.387;51.243;3.409;51.637;1.740;40.660;17;273;1.757;40.934;5.166;92.570
CONECTA CORRETORA DE CÂMBIO LTDA.;18.287.740;n2;I;2;21;SALVADOR;BA;06/2015;0;0;2;55;2;55;336;2.287;1.024;14.788;1.360;17.075;1.362;17.130;543;43.660;119;31.104;662;74.764;2.024;91.894
MERCANTIL DO BRASIL;20.152;b1;C;2;199;BELO HORIZONTE;MG;06/2015;16;838;17;1.967;33;2.805;95;2.218;154;35.591;249;37.809;282;40.614;63;38.730;25;6.315;88;45.045;370;85.659
BPN BRASIL BANCO MÚLTIPLO S.A.;61.033.106;b1;I;3;8;SAO PAULO;SP;06/2015;24;14.925;11;225;35;15.150;111;24.287;58;4.673;169;28.959;204;44.109;21;1.878;52;36.235;73;38.114;277;82.222
PIONEER CORRETORA DE CAMBIO LTDA;69.251.239;n2;I;2;21;SAO PAULO;SP;06/2015;55;750;705;14.785;760;15.535;325;5.208;1.687;17.648;2.012;22.857;2.772;38.391;1.660;32.736;254;6.263;1.914;38.999;4.686;77.390
VISION S.A. CORRETORA DE CAMBIO;4.062.902;n2;I;2;21;SAO PAULO;SP;06/2015;43;622;809;15.641;852;16.263;241;2.765;1.497;17.313;1.738;20.078;2.590;36.340;2.663;30.735;67;1.167;2.730;31.903;5.320;68.243
MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA.;43.653.450;n2;I;2;21;SAO PAULO;SP;06/2015;1;20;620;22.892;621;22.912;44;1.309;291;6.599;335;7.907;956;30.819;491;28.631;9;471;500;29.101;1.456;59.921
Banco Central do Brasil;38.166;;;;0;BRASILIA;DF;06/2015;0;0;0;0;0;0;23;57.750;0;0;23;57.750;23;57.750;0;0;0;0;0;0;23;57.750
S. HAYATA CORRETORA DE CÂMBIO S.A.;67.391.821;n2;I;2;21;SAO PAULO;SP;06/2015;15;87;230;4.768;245;4.855;160;1.138;1.868;22.109;2.028;23.247;2.273;28.102;1.677;27.615;46;1.983;1.723;29.598;3.996;57.700
MIDAS SOCIEDADE CORRETORA DE CÂMBIO S.A.;35.602.606;n2;I;2;21;RIO DE JANEIRO;RJ;06/2015;0;0;25;31;25;31;211;309;14.976;27.963;15.187;28.272;15.212;28.304;1.212;27.707;1;50;1.213;27.757;16.425;56.061
INTERCAM CORRETORA DE CÂMBIO LTDA.;34.265.629;n2;I;2;21;SAO BERNARDO DO CAMPO;SP;06/2015;0;0;398;10.947;398;10.947;425;3.329;5.584;14.489;6.009;17.818;6.407;28.765;853;24.314;93;2.260;946;26.574;7.353;55.338
FOURTRADE CORRETORA DE CÂMBIO LTDA.;40.353.377;n2;I;2;21;RIO DE JANEIRO;RJ;06/2015;48;802;427;10.398;475;11.200;615;6.345;1.576;14.753;2.191;21.098;2.666;32.298;869;19.635;10;1.637;879;21.272;3.545;53.569
DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;77.162.881;n2;I;2;16;CURITIBA;PR;06/2015;0;0;106;1.757;106;1.757;871;905;5.591;12.885;6.462;13.790;6.568;15.547;759;25.224;147;11.488;906;36.713;7.474;52.259
BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;6.373.777;n2;I;2;21;RECIFE;PE;06/2015;3;50;98;1.891;101;1.941;1.344;1.879;4.277;20.362;5.621;22.241;5.722;24.181;1.220;23.889;44;3.513;1.264;27.402;6.986;51.584
MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;15.219.389;n2;I;2;15;SALVADOR;BA;06/2015;0;0;454;19.954;454;19.954;5;94;321;4.379;326;4.473;780;24.427;681;24.824;14;816;695;25.640;1.475;50.067
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;2;BELEM;PA;06/2015;101;11.619;121;8.385;222;20.004;54;585;210;5.380;264;5.965;486;25.969;27;12.544;44;11.033;71;23.577;557;49.546
TORRE CORRETORA DE CÂMBIO LTDA;57.582.264;n2;I;2;21;SAO PAULO;SP;06/2015;7;158;531;12.854;538;13.012;56;165;1.282;11.502;1.338;11.667;1.876;24.679;1.196;24.227;28;294;1.224;24.521;3.100;49.200
