Instituição financeira;Código;TCB;TD;TC;Segmento;Cidade;UF;Data;Exportações;;Importações;;Total Primário Comercial;;Transferências do Exterior;;Transferências para o Exterior;;Total Primário Financeiro;;Total Primário;;Interbancário Compra;;Interbancário Venda;;Total Interbancário;;Total;;
;;;;;;;;;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor Total;
SANTANDER;30.379;b1;C;3;199;SAO PAULO;SP;09/2016;14.986;6.556.264;58.954;5.697.410;73.940;12.253.675;49.482;13.981.510;82.288;14.459.498;131.770;28.441.008;205.710;40.694.683;1.779;24.779.162;1.836;27.192.157;3.615;51.971.319;209.325;92.666.002
BRADESCO;10.045;b1;C;2;199;OSASCO;SP;09/2016;24.565;7.535.912;57.208;6.408.185;81.773;13.944.097;116.079;9.329.931;80.765;14.849.461;196.844;24.179.392;278.617;38.123.489;2.782;21.233.164;2.677;17.335.242;5.459;38.568.406;284.076;76.691.896
CITIBANK;30.403;b1;C;3;199;SAO PAULO;SP;09/2016;4.627;2.691.642;20.468;4.518.348;25.095;7.209.990;27.559;17.870.717;42.599;19.084.363;70.158;36.955.079;95.253;44.165.069;761;9.701.829;711;5.893.212;1.472;15.595.041;96.725;59.760.110
JP MORGAN CHASE;20.107;b1;C;3;199;SAO PAULO;SP;09/2016;517;1.472.089;5.712;1.519.218;6.229;2.991.308;2.728;14.360.938;5.058;14.361.939;7.786;28.722.877;14.015;31.714.185;737;6.650.457;699;5.965.144;1.436;12.615.601;15.451;44.329.786
ITAU;10.069;b1;C;2;199;SAO PAULO;SP;09/2016;23.339;3.929.463;50.761;4.088.152;74.100;8.017.615;152.542;10.186.215;86.946;10.409.473;239.488;20.595.688;313.588;28.613.303;651;5.143.178;695;6.343.208;1.346;11.486.386;314.934;40.099.689
BB;49.906;b1;C;1;199;BRASILIA;DF;09/2016;26.539;8.434.094;27.854;4.599.344;54.393;13.033.439;59.949;5.055.046;107.739;7.693.854;167.688;12.748.901;222.081;25.782.339;886;2.651.684;918;6.791.917;1.804;9.443.601;223.885;35.225.940
SOCIETE GENERALE;31.859;b1;C;3;199;SAO PAULO;SP;09/2016;71;117.277;800;92.563;871;209.840;376;1.997.720;909;2.086.945;1.285;4.084.666;2.156;4.294.506;477;15.012.389;468;14.978.157;945;29.990.546;3.101;34.285.052
BOFA MERRILL LYNCH;51.255;b1;C;3;199;SAO PAULO;SP;09/2016;455;1.570.065;1.013;356.127;1.468;1.926.192;919;5.057.065;3.899;5.514.252;4.818;10.571.317;6.286;12.497.509;102;3.084.896;140;4.326.355;242;7.411.251;6.528;19.908.760
CREDIT SUISSE;30.771;b1;C;3;199;SAO PAULO;SP;09/2016;1;793;0;0;1;793;585;2.864.150;504;2.572.750;1.089;5.436.899;1.090;5.437.692;637;6.803.102;709;7.153.493;1.346;13.956.595;2.436;19.394.287
BTG PACTUAL;49.944;b1;C;2;199;RIO DE JANEIRO;RJ;09/2016;131;330.705;46;23.931;177;354.635;999;976.916;1.066;1.031.088;2.065;2.008.004;2.242;2.362.639;258;8.259.289;264;8.632.532;522;16.891.821;2.764;19.254.460
