Instituição financeira;Código;TCB;TD;TC;SR;Cidade;UF;Data;Exportações;;Importações;;Total Primário Comercial;;Transferências do Exterior;;Transferências para o Exterior;;Total Primário Financeiro;;Total Primário;;Interbancário Compra;;Interbancário Venda;;Total Interbancário;;Total;;
;;;;;;;;;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor Total;
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;SAO PAULO;SP;03/2019;378;1.369.542;123;131.418;501;1.500.959;245;353.564;535;399.645;780;753.209;1.281;2.254.168;121;866.472;153;1.897.235;274;2.763.707;1.555;5.017.875
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;RIO DE JANEIRO;RJ;03/2019;211;237.699;0;0;211;237.699;304;102.286;109;1.010.501;413;1.112.787;624;1.350.486;62;2.040.644;14;725.914;76;2.766.558;700;4.117.044
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;S4;SAO PAULO;SP;03/2019;10;49.034;0;0;10;49.034;163;1.588.514;225;1.592.122;388;3.180.635;398;3.229.669;13;81.593;16;129.225;29;210.818;427;3.440.488
ABC-BRASIL;41.856;b1;C;3;S3;SAO PAULO;SP;03/2019;175;131.836;423;133.021;598;264.857;121;218.331;832;322.903;953;541.234;1.551;806.090;360;1.262.727;674;1.221.187;1.034;2.483.914;2.585;3.290.004
DAYCOVAL;51.987;b1;C;2;S3;SAO PAULO;SP;03/2019;1.454;239.923;1.707;116.569;3.161;356.492;50.322;54.710;120.995;865.154;171.317;919.864;174.478;1.276.356;1.300;1.096.755;4.679;417.416;5.979;1.514.172;180.457;2.790.527
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;S4;SAO PAULO;SP;03/2019;51;103.637;38;21.611;89;125.248;41;186.500;378;172.488;419;358.988;508;484.236;82;982.509;90;1.063.503;172;2.046.012;680;2.530.248
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;S3;SAO PAULO;SP;03/2019;394;128.502;2.001;452.773;2.395;581.275;1.144;410.881;1.720;278.665;2.864;689.546;5.259;1.270.821;268;609.185;256;430.532;524;1.039.717;5.783;2.310.539
OURINVEST;51.901;b1;C;2;S4;SAO PAULO;SP;03/2019;464;33.661;3.968;205.415;4.432;239.076;1.962;285.123;8.481;344.924;10.443;630.047;14.875;869.124;1.607;799.794;23.142;562.822;24.749;1.362.616;39.624;2.231.740
CONFIDENCE;51.671;b2;C;2;S4;SAO PAULO;SP;03/2019;721;27.851;4.431;156.464;5.152;184.315;94.643;242.326;269.437;406.937;364.080;649.263;369.232;833.578;10.278;834.619;17.388;526.525;27.666;1.361.144;396.898;2.194.722
BEXS;51.743;b2;C;2;S4;SAO PAULO;SP;03/2019;64;368.293;106;7.965;170;376.258;627;259.933;1.707;633.443;2.334;893.375;2.504;1.269.633;362;411.452;181;394.332;543;805.784;3.047;2.075.417
MS BANK S.A. BANCO DE CÂMBIO;19.307.785;b2;I;2;S4;CURITIBA;PR;03/2019;209;8.776;1.850;73.587;2.059;82.363;983;259.286;367.863;401.058;368.846;660.344;370.905;742.707;643;666.823;985;455.333;1.628;1.122.155;372.533;1.864.863
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;BRASILIA;DF;03/2019;370;230.716;301;12.164;671;242.880;23.324;220.064;18.223;268.333;41.547;488.397;42.218;731.276;419;394.913;429;551.898;848;946.811;43.066;1.678.087
BANCO KDB DO BRASIL S.A.;7.656.500;b1;I;3;S4;SAO PAULO;SP;03/2019;0;0;0;0;0;0;522;423.261;993;407.347;1.515;830.607;1.515;830.607;48;408.689;170;424.250;218;832.939;1.733;1.663.547
MODAL;51.963;b1;C;2;S4;RIO DE JANEIRO;RJ;03/2019;47;13.032;144;16.839;191;29.871;364;385.941;368;210.907;732;596.848;923;626.719;61;286.771;50;453.788;111;740.558;1.034;1.367.277
GRUPO BONSUCESSO - BS2;52.034;b1;C;2;S4;BELO HORIZONTE;MG;03/2019;216;27.853;1.120;56.835;1.336;84.688;20.885;195.439;51.865;187.774;72.750;383.213;74.086;467.902;4.217;357.567;6.676;326.656;10.893;684.223;84.979;1.152.125
MIZUHO;51.554;b1;I;3;S4;SAO PAULO;SP;03/2019;179;90.926;535;107.056;714;197.982;273;164.731;321;155.805;594;320.536;1.308;518.518;289;328.385;274;288.365;563;616.750;1.871;1.135.268
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;SAO PAULO;SP;03/2019;169;216.673;1.150;126.280;1.319;342.953;191;88.235;614;52.484;805;140.720;2.124;483.672;66;183.695;80;338.597;146;522.292;2.270;1.005.964
BRASIL PLURAL;51.839;b1;C;2;S4;RIO DE JANEIRO;RJ;03/2019;18;2.168;117;17.468;135;19.635;511;62.011;1.530;405.246;2.041;467.257;2.176;486.893;222;378.727;31;20.257;253;398.983;2.429;885.876
BANCO B3 S.A.;997.185;b1;I;2;S4;SAO PAULO;SP;03/2019;0;0;0;0;0;0;499;261.319;480;397.989;979;659.308;979;659.308;111;181.203;78;44.489;189;225.692;1.168;885.000
BANCO DA CHINA BRASIL S.A.;10.690.848;b1;I;3;S4;SAO PAULO;SP;03/2019;33;271.029;45;10.092;78;281.121;53;42.202;142;87.430;195;129.631;273;410.752;77;91.309;63;307.110;140;398.418;413;809.171
CCB;32.119;b1;C;3;S3;SAO PAULO;SP;03/2019;151;179.480;535;46.987;686;226.466;26;14.235;541;110.785;567;125.020;1.253;351.487;72;140.168;59;316.094;131;456.262;1.384;807.749
MÁXIMA;50.201;b1;C;2;S4;RIO DE JANEIRO;RJ;03/2019;122;109.445;360;16.508;482;125.953;1.834;48.726;29.936;285.882;31.770;334.608;32.252;460.561;134;217.788;34;64.722;168;282.510;32.420;743.071
WESTERN UNION;51.767;b1;C;3;S4;SAO PAULO;SP;03/2019;3;2;77;1.056;80;1.057;337.361;110.454;431.646;197.330;769.007;307.784;769.087;308.841;980;260.909;1.803;169.524;2.783;430.433;771.870;739.274
HSBC BRASIL S.A. - BANCO DE INVESTIMENTO;53.518.684;b2;I;3;S4;SAO PAULO;SP;03/2019;1;50.000;40;11.054;41;61.054;32;96.383;44;131.309;76;227.692;117;288.745;34;212.403;34;219.124;68;431.527;185;720.273
BANCO CARGILL S.A.;3.609.817;b1;I;3;S4;SAO PAULO;SP;03/2019;53;37.839;9;4.734;62;42.574;4;2.673;91;30.224;95;32.896;157;75.470;8;245.000;9;379.250;17;624.250;174;699.720
BANRISUL;30.173;b1;C;1;S2;PORTO ALEGRE;RS;03/2019;2.295;159.021;3.072;141.121;5.367;300.141;1.276;46.246;3.499;119.035;4.775;165.281;10.142;465.423;107;136.246;79;84.826;186;221.072;10.328;686.495
B&T CORRETORA DE CAMBIO LTDA.;73.622.748;n2;I;2;S4;RIO DE JANEIRO;RJ;03/2019;455;9.072;2.002;51.756;2.457;60.828;61.854;56.895;129.912;146.569;191.766;203.464;194.223;264.292;7.830;236.973;748;104.273;8.578;341.246;202.801;605.539
BOCOM;52.003;b1;C;3;S4;SALVADOR;BA;03/2019;67;63.748;43;1.808;110;65.556;59;169.345;285;149.688;344;319.033;454;384.589;13;61.335;17;111.335;30;172.670;484;557.259
PINE;50.304;b1;C;2;S3;SAO PAULO;SP;03/2019;62;47.526;456;54.984;518;102.510;20;97.589;182;103.612;202;201.201;720;303.711;17;149.675;13;86.374;30;236.049;750;539.760
COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO;23.522.214;b1;I;3;S4;SAO PAULO;SP;03/2019;12;34.575;78;83.456;90;118.031;19;8.888;112;72.031;131;80.919;221;198.949;49;197.156;39;116.159;88;313.315;309;512.264
INTL FCSTONE;52.041;b2;C;3;S4;SAO PAULO;SP;03/2019;32;7.551;55;2.789;87;10.340;5.409;216.434;364;17.161;5.773;233.595;5.860;243.935;94;10.959;354;214.982;448;225.941;6.308;469.876
ADVANCED CORRETORA DE CÂMBIO LTDA;92.856.905;n2;I;2;S4;SAO PAULO;SP;03/2019;593;12.807;4.693;75.436;5.286;88.243;5.776;40.829;14.202;87.420;19.978;128.249;25.264;216.492;1.580;180.321;514;71.184;2.094;251.506;27.358;467.997
BANCO TOPÁZIO S.A.;7.679.404;b1;I;2;S4;PORTO ALEGRE;RS;03/2019;20;4.154;11;330;31;4.484;10.585;5.757;741;218.884;11.326;224.640;11.357;229.124;473;209.957;7;706;480;210.663;11.837;439.787
NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;74.828.799;b1;I;3;S4;PORTO ALEGRE;RS;03/2019;50;6.273;82;1.915;132;8.188;40;5.620;146;115.137;186;120.756;318;128.944;38;198.367;23;95.117;61;293.485;379;422.429
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;S4;SAO PAULO;SP;03/2019;137;14.493;749;86.723;886;101.216;183;28.064;421;29.162;604;57.226;1.490;158.442;733;123.891;249;50.322;982;174.213;2.472;332.655
COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;460.065;n2;I;2;S4;RIO DE JANEIRO;RJ;03/2019;4;9;0;0;4;9;798;435;2.371;2.507;3.169;2.941;3.173;2.950;1.840;154.381;1.132;152.318;2.972;306.699;6.145;309.649
INDUSTRIAL DO BRASIL;50.988;b1;C;2;S4;SAO PAULO;SP;03/2019;126;80.850;1.135;61.300;1.261;142.150;237;3.568;202;7.690;439;11.258;1.700;153.408;409;69.919;111;84.595;520;154.514;2.220;307.922
FAIR CORRETORA DE CAMBIO S.A.;32.648.370;n2;I;2;S4;SAO PAULO;SP;03/2019;312;5.177;3.246;68.071;3.558;73.248;4.027;20.784;20.939;60.715;24.966;81.499;28.524;154.747;3.781;119.373;94;16.555;3.875;135.928;32.399;290.675
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;PORTO ALEGRE;RS;03/2019;1.602;72.503;1.381;40.922;2.983;113.425;789;31.273;687;43.352;1.476;74.625;4.459;188.050;44;39.854;61;54.608;105;94.462;4.564;282.512
HAITONG;51.482;b2;C;3;S3;SAO PAULO;SP;03/2019;3;45.755;0;0;3;45.755;9;3.677;43;2.386;52;6.063;55;51.818;8;77.530;9;122.212;17;199.743;72;251.561
ORIGINAL;51.781;b1;C;2;S3;SAO PAULO;SP;03/2019;45;94.546;46;7.524;91;102.070;145;1.837;1.326;37.514;1.471;39.351;1.562;141.422;11;33.056;12;59.789;23;92.846;1.585;234.268
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17.453.575;b1;I;3;S4;SAO PAULO;SP;03/2019;15;84.362;7;5.527;22;89.889;10;866;40;4.143;50;5.010;72;94.898;12;20.858;35;85.929;47;106.786;119;201.685
AGK CORRETORA DE CAMBIO S.A.;250.699;n2;I;2;S4;SAO PAULO;SP;03/2019;424;8.039;2.674;68.494;3.098;76.533;1.862;17.338;6.494;24.135;8.356;41.473;11.454;118.006;1.108;72.034;49;4.642;1.157;76.676;12.611;194.682
GUITTA CORRETORA DE CAMBIO LTDA.;24.074.692;n2;I;2;S4;SAO PAULO;SP;03/2019;235;4.513;3.336;64.808;3.571;69.321;872;14.749;3.738;25.099;4.610;39.848;8.181;109.168;1.322;73.833;25;3.105;1.347;76.938;9.528;186.107
BR PARTNERS;51.822;b2;C;2;S4;SAO PAULO;SP;03/2019;8;20.645;63;35.027;71;55.672;5;8.053;316;25.296;321;33.349;392;89.021;29;63.880;7;31.500;36;95.380;428;184.401
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55.230.916;b1;I;3;S4;SAO PAULO;SP;03/2019;46;38.963;49;6.581;95;45.544;41;14.530;134;11.657;175;26.187;270;71.731;40;38.145;64;73.320;104;111.465;374;183.196
CAIXA GERAL;51.815;b1;C;3;S4;SAO PAULO;SP;03/2019;1;3.910;34;11.131;35;15.040;16;16.270;174;4.953;190;21.223;225;36.264;23;28.636;29;94.634;52;123.270;277;159.534
ALFA;51.293;b1;C;2;S3;SAO PAULO;SP;03/2019;23;15.364;55;21.151;78;36.515;47;45.314;131;14.403;178;59.717;256;96.233;21;18.735;25;42.485;46;61.220;302;157.453
UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;17.508.380;n2;I;2;S4;PORTO ALEGRE;RS;03/2019;0;0;0;0;0;0;81.979;11.001;59.142;26.139;141.121;37.140;141.121;37.140;1.973;65.204;284;50.117;2.257;115.321;143.378;152.461
BROKER BRASIL CORRETORA DE CÂMBIO LTDA.;16.944.141;n2;I;2;S4;SAO PAULO;SP;03/2019;90;1.738;1.820;43.159;1.910;44.898;920;7.561;4.897;22.911;5.817;30.472;7.727;75.369;3.350;64.754;428;7.924;3.778;72.678;11.505;148.047
TREVISO CORRETORA DE CÂMBIO S.A.;2.992.317;n2;I;2;S4;SAO PAULO;SP;03/2019;71;1.041;1.086;23.082;1.157;24.124;17.838;16.127;23.879;37.836;41.717;53.963;42.874;78.086;2.954;54.863;565;10.702;3.519;65.565;46.393;143.651
STATE STREET BRASIL S.A. – BANCO COMERCIAL;9.274.232;b1;I;3;S4;SAO PAULO;SP;03/2019;0;0;0;0;0;0;3;67.258;5;2.706;8;69.963;8;69.963;3;3.632;5;68.667;8;72.298;16;142.262
BANCO KEB HANA DO BRASIL S.A.;2.318.507;b1;I;3;S4;SAO PAULO;SP;03/2019;3;3.206;14;3.145;17;6.351;137;34.812;182;31.261;319;66.072;336;72.423;27;25.444;38;29.030;65;54.473;401;126.897
LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.;50.579.044;n2;I;2;S4;SAO PAULO;SP;03/2019;66;1.188;2.111;47.925;2.177;49.113;628;3.651;5.018;14.184;5.646;17.835;7.823;66.949;1.418;58.440;31;1.169;1.449;59.609;9.272;126.558
CAMBIONET CORRETORA DE CÂMBIO LTDA.;14.190.547;n2;I;2;S4;PORTO ALEGRE;RS;03/2019;56;983;198;3.106;254;4.089;12.802;6.116;52.978;57.921;65.780;64.037;66.034;68.126;4.568;55.869;82;1.988;4.650;57.857;70.684;125.983
DOURADA CORRETORA DE CÂMBIO LTDA.;76.641.497;n2;I;2;S4;CURITIBA;PR;03/2019;259;13.928;793;19.460;1.052;33.388;3.368;7.822;13.817;23.875;17.185;31.697;18.237;65.085;2.204;39.665;277;18.100;2.481;57.766;20.718;122.850
BANCO WOORI BANK DO BRASIL S.A.;15.357.060;b1;I;3;S4;SAO PAULO;SP;03/2019;10;795;143;37.664;153;38.459;183;8.155;558;17.675;741;25.830;894;64.289;141;52.480;32;6.080;173;58.560;1.067;122.848
SOFISA;31.873;b1;C;2;S4;SAO PAULO;SP;03/2019;256;48.109;150;9.625;406;57.735;34;2.389;202;2.357;236;4.745;642;62.480;20;2.629;36;48.553;56;51.182;698;113.662
NOVO MUNDO CORRETORA DE CÂMBIO S.A.;8.609.934;n2;I;2;S4;SAO PAULO;SP;03/2019;21;532;184;2.443;205;2.975;2.489;4.537;15.062;41.900;17.551;46.436;17.756;49.411;2.370;50.885;149;11.378;2.519;62.263;20.275;111.674
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;FORTALEZA;CE;03/2019;77;32.111;92;4.685;169;36.796;47;836;76;15.566;123;16.402;292;53.198;36;20.494;48;33.125;84;53.619;376;106.818
TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;15.482.499;n2;I;2;S4;GAROPABA;SC;03/2019;7;58;43;513;50;572;8.895;4.144;20.323;13.121;29.218;17.265;29.268;17.836;1.354;40.293;276;30.858;1.630;71.151;30.898;88.987
OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;11.495.073;n2;I;2;S4;SAO PAULO;SP;03/2019;0;0;37;499;37;499;20.927;8.845;40.001;39.079;60.928;47.924;60.965;48.423;3.847;33.196;145;2.454;3.992;35.649;64.957;84.072
INTER;51.884;b1;C;2;S4;BELO HORIZONTE;MG;03/2019;12;737;291;7.263;303;8.000;1.183;8.001;1.238;21.830;2.421;29.831;2.724;37.831;422;32.106;276;11.926;698;44.032;3.422;81.864
CONECTA CORRETORA DE CÂMBIO LTDA.;18.287.740;n2;I;2;S5;SALVADOR;BA;03/2019;42;535;82;1.354;124;1.888;7.336;4.387;11.722;12.840;19.058;17.227;19.182;19.116;926;35.366;163;26.087;1.089;61.453;20.271;80.569
VISION S.A. CORRETORA DE CAMBIO;4.062.902;n2;I;2;S4;SAO PAULO;SP;03/2019;94;1.254;1.035;18.593;1.129;19.847;927;4.396;6.808;18.348;7.735;22.744;8.864;42.591;3.000;32.497;59;1.213;3.059;33.710;11.923;76.301
TORRE CORRETORA DE CÂMBIO LTDA;57.582.264;n2;I;2;S4;SAO PAULO;SP;03/2019;4;35;301;5.428;305;5.463;24;186;21.867;29.741;21.891;29.927;22.196;35.390;1.404;35.156;12;211;1.416;35.366;23.612;70.757
BMG;30.290;b1;C;2;S3;SAO PAULO;SP;03/2019;5;6.428;0;0;5;6.428;1;1;72;10.654;73;10.655;78;17.083;5;41.299;2;11.527;7;52.826;85;69.909
BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;6.373.777;n2;I;2;S4;RECIFE;PE;03/2019;4;48;69;1.546;73;1.594;13.216;4.703;20.957;27.343;34.173;32.046;34.246;33.640;2.305;29.552;66;5.465;2.371;35.016;36.617;68.657
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2.332.886;n2;I;2;S4;RIO DE JANEIRO;RJ;03/2019;0;0;0;0;0;0;228;5.381;1.592;27.992;1.820;33.373;1.820;33.373;1.539;28.085;233;5.546;1.772;33.630;3.592;67.004
GET MONEY CORRETORA DE CÂMBIO S.A.;10.853.017;n2;I;2;S5;SAO PAULO;SP;03/2019;5;22;28;717;33;739;14.381;6.674;28.650;32.666;43.031;39.340;43.064;40.079;1.801;26.369;3;5;1.804;26.374;44.868;66.453
BANCOOB;51.750;b1;C;2;S3;BRASILIA;DF;03/2019;0;0;0;0;0;0;8;9.815;41;31.184;49;40.999;49;40.999;7;23.079;0;0;7;23.079;56;64.078
BANESTES;30.159;b1;C;1;S3;VITORIA;ES;03/2019;1.006;23.137;302;9.232;1.308;32.369;184;840;748;3.915;932;4.755;2.240;37.124;40;7.682;86;18.000;126;25.681;2.366;62.806
DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;77.162.881;n2;I;2;S4;CURITIBA;PR;03/2019;0;0;121;2.057;121;2.057;1.556;1.033;5.646;8.594;7.202;9.627;7.323;11.685;754;29.632;129;20.016;883;49.648;8.206;61.332
FOURTRADE CORRETORA DE CÂMBIO LTDA.;40.353.377;n2;I;2;S4;RIO DE JANEIRO;RJ;03/2019;41;661;521;11.162;562;11.823;580;2.678;4.155;9.929;4.735;12.607;5.297;24.430;1.021;26.342;164;8.581;1.185;34.923;6.482;59.353
FRENTE CORRETORA DE CÂMBIO LTDA.;71.677.850;n2;I;2;S4;SAO PAULO;SP;03/2019;7;86;196;3.811;203;3.897;275;2.286;7.894;16.952;8.169;19.238;8.372;23.134;2.465;26.248;648;7.861;3.113;34.110;11.485;57.244
BRX CORRETORA DE CÂMBIO LTDA.;17.904.906;n2;I;2;S4;RIO DE JANEIRO;RJ;03/2019;0;0;2;14;2;14;8.038;3.044;16.143;15.317;24.181;18.361;24.183;18.375;1.771;24.757;184;12.490;1.955;37.246;26.138;55.621
MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;34.666.362;n2;I;2;S4;BELEM;PA;03/2019;5;68;1;29;6;97;2.922;1.712;3.116;3.739;6.038;5.451;6.044;5.548;277;25.430;192;23.447;469;48.876;6.513;54.425
JN-MAXI CORRETORA DE CÂMBIO LTDA.;20.283.069;n2;I;2;S4;SALVADOR;BA;03/2019;0;0;2;18;2;18;202;188;24.279;25.466;24.481;25.653;24.483;25.671;1.297;25.360;4;60;1.301;25.419;25.784;51.091
EXECUTIVE CORRETORA DE CÂMBIO LTDA.;19.086.249;n2;I;2;S4;NOVO HAMBURGO;RS;03/2019;43;860;223;5.585;266;6.445;11.703;6.045;15.986;15.356;27.689;21.401;27.955;27.847;1.441;16.984;188;2.913;1.629;19.897;29.584;47.744
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;BELO HORIZONTE;MG;03/2019;1;340;0;0;1;340;124;126;194;14.122;318;14.248;319;14.589;43;22.179;12;8.510;55;30.690;374;45.278
AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;16.927.221;n2;I;2;S4;MANAUS;AM;03/2019;0;0;1;1;1;1;2.196;572;18.406;22.351;20.602;22.923;20.603;22.924;1.780;21.939;19;169;1.799;22.107;22.402;45.031
