Instituição financeira;Código;TCB;TD;TC;Segmento;Cidade;UF;Data;Exportações;;Importações;;Total Primário Comercial;;Transferências do Exterior;;Transferências para o Exterior;;Total Primário Financeiro;;Total Primário;;Interbancário Compra;;Interbancário Venda;;Total Interbancário;;Total;;
;;;;;;;;;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor Total;
SANTANDER;30.379;b1;C;3;199;SAO PAULO;SP;03/2017;14.964;7.030.773;63.516;5.985.655;78.480;13.016.428;58.639;18.994.573;93.247;21.683.858;151.886;40.678.431;230.366;53.694.858;2.092;33.752.666;1.792;25.650.336;3.884;59.403.002;234.250;113.097.861
CITIBANK;30.403;b1;C;3;199;SAO PAULO;SP;03/2017;3.686;4.612.415;19.571;5.023.382;23.257;9.635.797;25.998;32.274.643;43.194;33.022.721;69.192;65.297.364;92.449;74.933.161;766;9.445.492;784;7.546.193;1.550;16.991.685;93.999;91.924.846
BRADESCO;10.045;b1;C;2;199;OSASCO;SP;03/2017;21.377;10.442.135;50.462;6.663.644;71.839;17.105.779;93.877;13.993.903;72.475;19.962.448;166.352;33.956.352;238.191;51.062.130;2.449;9.718.835;2.481;10.321.829;4.930;20.040.664;243.121;71.102.794
JP MORGAN CHASE;20.107;b1;C;3;199;SAO PAULO;SP;03/2017;691;1.952.269;5.686;1.381.083;6.377;3.333.351;2.863;16.704.840;5.263;16.195.963;8.126;32.900.803;14.503;36.234.155;741;8.843.408;782;10.072.725;1.523;18.916.134;16.026;55.150.288
ITAU;10.069;b1;C;2;199;SAO PAULO;SP;03/2017;21.429;3.977.307;49.531;3.979.766;70.960;7.957.073;210.441;10.988.522;267.669;10.633.442;478.110;21.621.964;549.070;29.579.037;748;5.011.165;761;5.088.930;1.509;10.100.095;550.579;39.679.132
SOCIETE GENERALE;31.859;b1;C;3;199;SAO PAULO;SP;03/2017;89;171.784;759;97.653;848;269.437;494;3.216.220;1.044;2.967.156;1.538;6.183.376;2.386;6.452.812;423;12.762.179;415;13.574.367;838;26.336.546;3.224;32.789.358
BB;49.906;b1;C;1;199;BRASILIA;DF;03/2017;21.856;8.119.756;25.193;4.051.482;47.049;12.171.238;301.138;4.978.658;223.967;6.195.091;525.105;11.173.749;572.154;23.344.987;1.171;3.408.611;1.224;5.499.162;2.395;8.907.773;574.549;32.252.760
BTG PACTUAL;49.944;b1;C;2;199;RIO DE JANEIRO;RJ;03/2017;90;367.241;80;19.261;170;386.502;905;1.346.262;1.445;1.305.329;2.350;2.651.591;2.520;3.038.093;454;12.041.744;472;11.481.586;926;23.523.331;3.446;26.561.424
CREDIT SUISSE;30.771;b1;C;3;199;SAO PAULO;SP;03/2017;3;232;0;0;3;232;546;1.236.309;560;1.658.126;1.106;2.894.435;1.109;2.894.667;517;9.146.629;682;8.799.442;1.199;17.946.071;2.308;20.840.738
BOFA MERRILL LYNCH;51.255;b1;C;3;199;SAO PAULO;SP;03/2017;386;1.692.903;1.503;457.108;1.889;2.150.012;1.392;5.146.332;6.192;4.655.697;7.584;9.802.029;9.473;11.952.040;77;2.646.409;170;4.481.287;247;7.127.696;9.720;19.079.736
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;8;SAO PAULO;SP;03/2017;391;271.626;1.417;174.964;1.808;446.591;1.585;1.523.768;1.632;1.583.807;3.217;3.107.575;5.025;3.554.166;1.611;7.363.894;1.397;7.536.691;3.008;14.900.585;8.033;18.454.751
BNP PARIBAS;51.516;b1;C;3;199;SAO PAULO;SP;03/2017;702;950.372;2.671;496.234;3.373;1.446.605;2.244;4.916.696;4.275;3.230.827;6.519;8.147.523;9.892;9.594.128;1.175;3.207.116;1.230;5.558.967;2.405;8.766.082;12.297;18.360.210
GOLDMAN SACHS;51.585;b2;C;3;198;SAO PAULO;SP;03/2017;0;0;0;0;0;0;998;3.736.772;640;2.975.881;1.638;6.712.653;1.638;6.712.653;99;3.054.353;113;3.669.678;212;6.724.031;1.850;13.436.684
MORGAN STANLEY;51.413;b1;C;3;199;SAO PAULO;SP;03/2017;0;0;0;0;0;0;1.683;2.845.555;1.640;2.695.071;3.323;5.540.626;3.323;5.540.626;58;1.472.182;68;1.492.062;126;2.964.244;3.449;8.504.871
VOTORANTIM;51.011;b1;C;2;199;SAO PAULO;SP;03/2017;479;781.132;2.828;522.785;3.307;1.303.917;813;1.009.793;2.570;1.301.907;3.383;2.311.700;6.690;3.615.617;843;2.526.786;1.914;2.325.425;2.757;4.852.211;9.447;8.467.828
DEUTSCHE;51.183;b1;I;3;199;SAO PAULO;SP;03/2017;351;634.987;2.294;514.056;2.645;1.149.043;956;1.091.454;3.089;2.393.332;4.045;3.484.787;6.690;4.633.830;326;2.559.906;257;1.083.075;583;3.642.981;7.273;8.276.811
STANDARD CHARTERED BANK (BRASIL) S.A. - BANCO DE INVESTIMENTO;11.932.017;b2;I;3;13;SAO PAULO;SP;03/2017;60;561.128;278;198.856;338;759.984;232;385.736;382;757.614;614;1.143.350;952;1.903.334;596;3.080.117;724;3.119.456;1.320;6.199.574;2.272;8.102.907
CREDIT AGRICOLE;51.066;b1;C;3;199;SAO PAULO;SP;03/2017;33;264.989;4;5.945;37;270.934;74;326.567;149;301.079;223;627.647;260;898.581;254;2.829.276;274;3.105.255;528;5.934.531;788;6.833.112
SOCOPA;50.328;b1;C;2;199;SAO PAULO;SP;03/2017;586;328.474;2.299;122.320;2.885;450.794;224.705;602.906;17.624;754.425;242.329;1.357.331;245.214;1.808.125;8.937;1.952.005;38.872;2.004.134;47.809;3.956.139;293.023;5.764.264
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;4;RIO DE JANEIRO;RJ;03/2017;137;363.519;0;0;137;363.519;222;114.504;129;275.098;351;389.602;488;753.121;13;256.323;127;3.807.270;140;4.063.593;628;4.816.714
SAFRA;10.083;b1;C;2;199;SAO PAULO;SP;03/2017;549;453.541;2.762;339.888;3.311;793.429;75.576;455.502;55.880;811.008;131.456;1.266.510;134.767;2.059.939;529;1.077.684;503;839.607;1.032;1.917.292;135.799;3.977.231
Banco Central do Brasil;38.166;;;;0;BRASILIA;DF;03/2017;0;0;0;0;0;0;22;42.091;0;0;22;42.091;22;42.091;5;1.550.000;5;1.550.000;10;3.100.000;32;3.142.091
BANCO KDB DO BRASIL S.A.;7.656.500;b1;I;3;8;SAO PAULO;SP;03/2017;0;0;2;2.844;2;2.844;525;1.093.117;692;398.251;1.217;1.491.368;1.219;1.494.213;36;418.962;321;1.110.310;357;1.529.272;1.576;3.023.484
ING;51.073;b1;C;3;199;SAO PAULO;SP;03/2017;56;312.345;6;515;62;312.860;26;143.969;173;117.476;199;261.445;261;574.305;60;1.126.015;71;1.287.419;131;2.413.434;392;2.987.739
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;8;SAO PAULO;SP;03/2017;464;96.593;1.349;250.961;1.813;347.554;1.047;479.056;1.564;649.046;2.611;1.128.102;4.424;1.475.657;248;903.878;212;578.409;460;1.482.287;4.884;2.957.944
RENDIMENTO;51.468;b1;C;2;199;SAO PAULO;SP;03/2017;167;5.196;672;86.676;839;91.871;425.975;339.467;200.415;539.150;626.390;878.617;627.229;970.488;3.613;1.045.196;27.305;762.414;30.918;1.807.611;658.147;2.778.099
CONFIDENCE;51.671;b2;C;2;198;SAO PAULO;SP;03/2017;446;25.408;3.335;122.920;3.781;148.329;93.822;188.915;246.493;420.873;340.315;609.788;344.096;758.117;9.105;1.159.566;21.429;829.492;30.534;1.989.058;374.630;2.747.175
DAYCOVAL;51.987;b1;C;2;199;SAO PAULO;SP;03/2017;819;203.987;1.354;93.938;2.173;297.926;24.716;354.960;80.411;205.338;105.127;560.298;107.300;858.224;1.582;794.645;6.308;1.079.847;7.890;1.874.492;115.190;2.732.716
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;8;SAO PAULO;SP;03/2017;207;749.410;125;76.583;332;825.993;220;277.398;491;438.051;711;715.449;1.043;1.541.442;38;187.490;61;938.358;99;1.125.848;1.142;2.667.290
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;6;BRASILIA;DF;03/2017;805;435.419;642;21.854;1.447;457.273;18.207;235.981;22.237;361.667;40.444;597.648;41.891;1.054.921;391;591.769;471;871.881;862;1.463.650;42.753;2.518.571
BANCO BONSUCESSO S.A.;71.027.866;b1;I;2;8;BELO HORIZONTE;MG;03/2017;121;17.812;155;14.394;276;32.205;269;55.599;1.173;72.059;1.442;127.658;1.718;159.863;712;1.102.357;2.472;1.087.232;3.184;2.189.589;4.902;2.349.452
