Instituição financeira;Código;TCB;TD;TC;SR;Cidade;UF;Data;Exportações;;Importações;;Total Primário Comercial;;Transferências do Exterior;;Transferências para o Exterior;;Total Primário Financeiro;;Total Primário;;Interbancário Compra;;Interbancário Venda;;Total Interbancário;;Total;;
;;;;;;;;;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor Total;
SANTANDER;30.379;b1;C;3;S1;SAO PAULO;SP;12/2018;17.141;6.669.336;59.202;7.291.993;76.343;13.961.329;58.722;16.216.348;102.133;26.191.711;160.855;42.408.059;237.198;56.369.388;2.496;38.458.150;2.434;40.026.702;4.930;78.484.853;242.128;134.854.240
BRADESCO;10.045;b1;C;2;S1;OSASCO;SP;12/2018;22.008;14.579.211;57.071;12.894.181;79.079;27.473.392;127.684;27.797.638;84.182;27.267.407;211.866;55.065.045;290.945;82.538.437;1.598;7.911.177;1.856;11.970.187;3.454;19.881.364;294.399;102.419.801
CITIBANK;30.403;b1;C;3;S2;SAO PAULO;SP;12/2018;3.759;5.839.089;20.545;4.352.313;24.304;10.191.402;17.946;23.449.276;27.411;29.105.518;45.357;52.554.794;69.661;62.746.196;740;12.472.075;723;8.360.315;1.463;20.832.390;71.124;83.578.586
ITAU;10.069;b1;C;2;S1;SAO PAULO;SP;12/2018;22.315;5.483.200;50.612;5.131.175;72.927;10.614.375;150.967;13.528.266;205.151;19.781.417;356.118;33.309.684;429.045;43.924.059;1.250;21.808.700;1.149;16.911.095;2.399;38.719.796;431.444;82.643.854
JP MORGAN CHASE;20.107;b1;C;3;S3;SAO PAULO;SP;12/2018;894;3.351.285;7.080;2.069.102;7.974;5.420.387;3.024;19.244.186;6.255;16.758.045;9.279;36.002.231;17.253;41.422.619;885;15.881.394;941;20.291.267;1.826;36.172.661;19.079;77.595.279
SOCIETE GENERALE;31.859;b1;C;3;S3;SAO PAULO;SP;12/2018;294;326.458;1.202;399.310;1.496;725.768;571;8.388.301;1.375;7.386.464;1.946;15.774.765;3.442;16.500.533;651;14.213.250;718;16.370.237;1.369;30.583.486;4.811;47.084.019
BB;49.906;b1;C;1;S1;BRASILIA;DF;12/2018;23.312;11.705.844;31.914;7.832.572;55.226;19.538.416;149.360;4.167.974;179.723;8.577.201;329.083;12.745.175;384.309;32.283.591;925;4.740.935;967;3.722.028;1.892;8.462.963;386.201;40.746.554
BTG PACTUAL;49.944;b1;C;2;S1;RIO DE JANEIRO;RJ;12/2018;35;468.226;221;153.802;256;622.027;861;1.256.298;1.816;1.385.324;2.677;2.641.622;2.933;3.263.649;302;13.201.661;388;14.445.682;690;27.647.343;3.623;30.910.992
BOFA MERRILL LYNCH;51.255;b1;C;3;S3;SAO PAULO;SP;12/2018;325;1.667.809;1.423;849.549;1.748;2.517.358;991;7.479.399;2.670;8.591.223;3.661;16.070.622;5.409;18.587.980;450;4.174.807;419;3.413.649;869;7.588.456;6.278;26.176.436
BNP PARIBAS;51.516;b1;C;3;S3;SAO PAULO;SP;12/2018;425;1.344.653;2.504;668.955;2.929;2.013.608;2.384;3.408.389;4.335;5.513.685;6.719;8.922.074;9.648;10.935.681;1.277;5.863.014;1.249;4.707.408;2.526;10.570.421;12.174;21.506.103
GOLDMAN SACHS;51.585;b2;C;3;S3;SAO PAULO;SP;12/2018;0;0;0;0;0;0;775;6.031.125;975;6.870.683;1.750;12.901.808;1.750;12.901.808;137;4.068.004;101;3.152.155;238;7.220.159;1.988;20.121.967
BANCO MUFG BRASIL S.A.;60.498.557;b1;I;3;S3;SAO PAULO;SP;12/2018;418;218.737;1.486;224.800;1.904;443.537;1.590;990.474;1.692;907.738;3.282;1.898.212;5.186;2.341.749;1.405;5.947.926;1.422;6.021.568;2.827;11.969.494;8.013;14.311.243
CREDIT SUISSE;30.771;b1;C;3;S3;SAO PAULO;SP;12/2018;16;2.887;0;0;16;2.887;533;3.227.635;611;2.934.562;1.144;6.162.197;1.160;6.165.084;86;2.018.569;113;2.647.064;199;4.665.634;1.359;10.830.718
MORGAN STANLEY;51.413;b1;C;3;S3;SAO PAULO;SP;12/2018;0;0;0;0;0;0;1.403;3.010.928;1.469;3.192.092;2.872;6.203.020;2.872;6.203.020;110;2.324.697;91;2.120.670;201;4.445.367;3.073;10.648.387
VOTORANTIM;51.011;b1;C;2;S2;SAO PAULO;SP;12/2018;353;617.399;1.965;566.114;2.318;1.183.512;1.329;1.241.022;2.565;1.774.202;3.894;3.015.223;6.212;4.198.736;935;2.542.389;2.092;2.111.716;3.027;4.654.105;9.239;8.852.841
DEUTSCHE BANK S.A. - BANCO ALEMAO;62.331.228;b1;I;3;S3;SAO PAULO;SP;12/2018;302;1.018.740;1.545;633.071;1.847;1.651.811;896;1.419.985;2.406;2.108.772;3.302;3.528.757;5.149;5.180.568;245;1.705.874;207;1.646.991;452;3.352.865;5.601;8.533.433
ING;51.073;b1;C;3;S3;SAO PAULO;SP;12/2018;75;443.141;61;11.490;136;454.630;38;28.035;177;76.928;215;104.963;351;559.593;266;3.276.669;299;3.903.272;565;7.179.941;916;7.739.534
CREDIT AGRICOLE;51.066;b1;C;3;S3;SAO PAULO;SP;12/2018;35;81.712;37;37.742;72;119.453;118;68.955;203;95.584;321;164.539;393;283.992;247;3.030.564;255;3.042.027;502;6.072.591;895;6.356.582
STANDARD CHARTERED BANK (BRASIL) S.A. - BANCO DE INVESTIMENTO;11.932.017;b2;I;3;S4;SAO PAULO;SP;12/2018;40;281.902;105;85.808;145;367.710;314;888.089;451;1.105.596;765;1.993.686;910;2.361.396;524;1.997.289;897;1.930.386;1.421;3.927.675;2.331;6.289.071
SOCOPA;50.328;b1;C;2;S4;SAO PAULO;SP;12/2018;668;301.603;2.083;93.475;2.751;395.078;611.852;574.483;11.993;532.811;623.845;1.107.294;626.596;1.502.372;7.453;1.863.378;34.107;2.107.018;41.560;3.970.396;668.156;5.472.768
ABC-BRASIL;41.856;b1;C;3;S3;SAO PAULO;SP;12/2018;215;136.595;515;93.115;730;229.709;129;499.134;724;497.397;853;996.532;1.583;1.226.241;356;1.983.212;692;2.047.577;1.048;4.030.789;2.631;5.257.030
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;S4;SAO PAULO;SP;12/2018;48;217.501;0;0;48;217.501;205;2.226.839;233;2.222.435;438;4.449.273;486;4.666.775;17;117.590;48;342.431;65;460.021;551;5.126.796
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;BRASILIA;DF;12/2018;488;145.487;389;10.763;877;156.250;23.286;1.110.017;20.627;1.627.654;43.913;2.737.671;44.790;2.893.921;532;811.303;550;756.375;1.082;1.567.678;45.872;4.461.600
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;SAO PAULO;SP;12/2018;278;579.031;97;82.596;375;661.627;303;901.068;772;623.920;1.075;1.524.988;1.450;2.186.614;90;447.147;113;1.314.302;203;1.761.449;1.653;3.948.063
RENDIMENTO;51.468;b1;C;2;S4;SAO PAULO;SP;12/2018;192;15.693;1.198;146.989;1.390;162.681;535.222;491.768;343.339;699.110;878.561;1.190.877;879.951;1.353.559;4.853;1.425.640;29.011;1.031.542;33.864;2.457.182;913.815;3.810.741
SAFRA;10.083;b1;C;2;S2;SAO PAULO;SP;12/2018;614;259.784;2.484;281.794;3.098;541.578;87.465;1.046.657;67.259;482.992;154.724;1.529.649;157.822;2.071.227;446;418.614;459;989.486;905;1.408.100;158.727;3.479.328
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;S4;SAO PAULO;SP;12/2018;101;216.555;53;24.323;154;240.878;41;464.452;366;325.830;407;790.282;561;1.031.161;57;938.895;89;1.476.890;146;2.415.785;707;3.446.946
CONFIDENCE;51.671;b2;C;2;S4;SAO PAULO;SP;12/2018;690;22.557;4.757;181.150;5.447;203.707;87.143;224.476;297.086;415.957;384.229;640.433;389.676;844.140;12.120;1.049.781;21.748;711.916;33.868;1.761.697;423.544;2.605.837
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;S3;SAO PAULO;SP;12/2018;456;165.168;2.119;496.800;2.575;661.967;1.001;329.051;1.777;522.756;2.778;851.807;5.353;1.513.774;315;800.318;288;277.617;603;1.077.935;5.956;2.591.709
OURINVEST;51.901;b1;C;2;S4;SAO PAULO;SP;12/2018;486;50.235;4.009;232.573;4.495;282.807;2.045;271.844;7.001;384.474;9.046;656.318;13.541;939.125;1.970;845.295;28.500;539.374;30.470;1.384.669;44.011;2.323.794
MS BANK S.A. BANCO DE CÂMBIO;19.307.785;b2;I;2;S4;CURITIBA;PR;12/2018;179;9.445;1.918;100.569;2.097;110.015;1.075;243.230;279.734;350.549;280.809;593.779;282.906;703.794;681;832.383;1.149;631.166;1.830;1.463.549;284.736;2.167.343
GRUPO BONSUCESSO - BS2;52.034;b1;C;2;S4;BELO HORIZONTE;MG;12/2018;226;49.483;979;78.160;1.205;127.643;19.238;263.636;57.110;304.715;76.348;568.350;77.553;695.993;4.706;554.185;7.186;495.037;11.892;1.049.222;89.445;1.745.216
