Instituição financeira;Código;TCB;TD;TC;Segmento;Cidade;UF;Data;Exportações;;Importações;;Total Primário Comercial;;Transferências do Exterior;;Transferências para o Exterior;;Total Primário Financeiro;;Total Primário;;Interbancário Compra;;Interbancário Venda;;Total Interbancário;;Total;;
;;;;;;;;;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor Total;
SANTANDER;30.379;b1;C;3;199;SAO PAULO;SP;03/2016;11.766;3.736.876;50.838;4.182.648;62.604;7.919.524;47.756;9.128.556;80.391;11.224.822;128.147;20.353.377;190.751;28.272.902;2.077;23.679.240;1.840;22.837.563;3.917;46.516.804;194.668;74.789.706
CITIBANK;30.403;b1;C;3;199;SAO PAULO;SP;03/2016;4.793;2.886.339;18.863;4.229.174;23.656;7.115.513;26.195;17.676.674;39.928;18.736.492;66.123;36.413.166;89.779;43.528.679;885;8.127.086;887;5.998.570;1.772;14.125.656;91.551;57.654.335
BRADESCO;10.045;b1;C;2;199;OSASCO;SP;03/2016;14.228;6.081.404;27.501;3.454.331;41.729;9.535.735;72.769;12.057.699;40.034;14.547.279;112.803;26.604.978;154.532;36.140.713;1.721;6.673.191;1.811;9.153.670;3.532;15.826.861;158.064;51.967.574
HSBC;51.152;b1;C;3;199;CURITIBA;PR;03/2016;6.766;1.552.072;24.113;2.414.009;30.879;3.966.080;23.333;6.832.182;43.251;7.443.160;66.584;14.275.342;97.463;18.241.422;936;15.831.216;919;15.267.247;1.855;31.098.462;99.318;49.339.884
SOCIETE GENERALE;31.859;b1;C;3;199;SAO PAULO;SP;03/2016;81;191.967;856;89.432;937;281.399;521;2.941.571;1.053;2.593.333;1.574;5.534.904;2.511;5.816.304;374;19.341.211;436;20.858.269;810;40.199.480;3.321;46.015.783
ITAU;10.069;b1;C;2;199;SAO PAULO;SP;03/2016;19.573;3.088.478;45.202;3.364.194;64.775;6.452.672;152.311;9.906.329;81.418;12.088.526;233.729;21.994.855;298.504;28.447.527;690;9.394.541;602;5.450.004;1.292;14.844.546;299.796;43.292.073
JP MORGAN CHASE;20.107;b1;C;3;199;SAO PAULO;SP;03/2016;624;2.214.259;5.466;1.694.958;6.090;3.909.216;2.351;11.671.876;4.731;13.420.439;7.082;25.092.315;13.172;29.001.531;649;6.820.457;657;7.313.867;1.306;14.134.324;14.478;43.135.855
BB;49.906;b1;C;1;199;BRASILIA;DF;03/2016;24.261;9.384.504;33.617;5.819.570;57.878;15.204.074;55.718;5.653.306;107.969;9.100.408;163.687;14.753.714;221.565;29.957.788;834;4.234.112;837;6.344.757;1.671;10.578.869;223.236;40.536.657
BOFA MERRILL LYNCH;51.255;b1;C;3;199;SAO PAULO;SP;03/2016;323;1.402.760;1.047;497.284;1.370;1.900.044;858;6.169.630;2.886;7.987.870;3.744;14.157.500;5.114;16.057.545;95;4.057.842;93;3.891.540;188;7.949.382;5.302;24.006.927
CREDIT SUISSE;30.771;b1;C;3;199;SAO PAULO;SP;03/2016;13;8.066;0;0;13;8.066;870;3.933.734;1.118;2.463.966;1.988;6.397.700;2.001;6.405.766;437;7.427.443;529;9.023.943;966;16.451.386;2.967;22.857.152
BTG PACTUAL;49.944;b1;C;2;199;RIO DE JANEIRO;RJ;03/2016;74;244.446;71;14.145;145;258.590;919;1.688.419;1.488;1.566.288;2.407;3.254.707;2.552;3.513.297;297;8.518.790;354;9.173.621;651;17.692.411;3.203;21.205.708
Banco Central do Brasil;38.166;;;;0;BRASILIA;DF;03/2016;0;0;0;0;0;0;23;35.371;0;0;23;35.371;23;35.371;26;8.800.000;26;8.800.000;52;17.600.000;75;17.635.371
BNP PARIBAS;51.516;b1;C;3;199;SAO PAULO;SP;03/2016;598;863.975;1.879;372.859;2.477;1.236.834;1.684;3.665.265;3.546;2.536.089;5.230;6.201.354;7.707;7.438.188;749;4.059.794;762;5.459.096;1.511;9.518.890;9.218;16.957.078
MORGAN STANLEY;51.413;b1;C;3;199;SAO PAULO;SP;03/2016;1;39.000;0;0;1;39.000;1.661;3.584.982;1.126;4.338.130;2.787;7.923.113;2.788;7.962.113;116;3.128.388;97;2.584.114;213;5.712.501;3.001;13.674.614
VOTORANTIM;51.011;b1;C;2;199;SAO PAULO;SP;03/2016;394;717.479;3.674;578.583;4.068;1.296.061;862;1.497.193;3.111;2.832.067;3.973;4.329.260;8.041;5.625.322;863;3.607.810;1.793;2.343.343;2.656;5.951.153;10.697;11.576.475
