Instituição financeira;Código;TCB;TD;TC;Segmento;Cidade;UF;Data;Exportações;;Importações;;Total Primário Comercial;;Transferências do Exterior;;Transferências para o Exterior;;Total Primário Financeiro;;Total Primário;;Interbancário Compra;;Interbancário Venda;;Total Interbancário;;Total;;
;;;;;;;;;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor;N. Operações;Valor Total;
SANTANDER;30.379;b1;C;3;199;SAO PAULO;SP;09/2015;12.824;4.581.935;56.950;5.702.059;69.774;10.283.995;50.106;13.412.434;89.714;11.734.403;139.820;25.146.837;209.594;35.430.832;2.049;25.037.514;1.990;29.439.808;4.039;54.477.321;213.633;89.908.153
ITAU;10.069;b1;C;2;199;SAO PAULO;SP;09/2015;22.615;3.772.616;50.374;4.076.087;72.989;7.848.703;148.805;13.008.891;96.656;12.759.491;245.461;25.768.382;318.450;33.617.085;633;14.294.070;687;14.942.282;1.320;29.236.353;319.770;62.853.438
CITIBANK;30.403;b1;C;3;199;SAO PAULO;SP;09/2015;5.583;3.087.059;20.725;4.040.833;26.308;7.127.891;27.190;17.218.441;49.141;22.144.902;76.331;39.363.343;102.639;46.491.234;1.011;9.801.114;872;4.234.377;1.883;14.035.491;104.522;60.526.725
HSBC;51.152;b1;C;3;199;CURITIBA;PR;09/2015;7.952;2.152.566;26.835;3.084.404;34.787;5.236.970;32.630;7.970.989;60.657;9.221.076;93.287;17.192.064;128.074;22.429.034;959;17.074.877;902;14.252.260;1.861;31.327.137;129.935;53.756.172
BB;49.906;b1;C;1;199;BRASILIA;DF;09/2015;28.546;11.504.733;37.071;6.602.901;65.617;18.107.634;65.351;4.605.079;73.619;6.131.427;138.970;10.736.507;204.587;28.844.141;1.260;3.674.901;1.757;7.165.152;3.017;10.840.053;207.604;39.684.194
JP MORGAN CHASE;20.107;b1;C;3;199;SAO PAULO;SP;09/2015;653;1.455.380;7.337;2.354.899;7.990;3.810.279;2.411;10.734.464;5.137;13.240.405;7.548;23.974.869;15.538;27.785.148;775;7.034.678;779;2.990.676;1.554;10.025.354;17.092;37.810.502
BRADESCO;10.045;b1;C;2;199;OSASCO;SP;09/2015;16.981;7.285.963;28.734;4.745.455;45.715;12.031.418;72.437;5.460.059;49.666;5.654.329;122.103;11.114.387;167.818;23.145.805;2.512;6.662.456;2.577;7.309.858;5.089;13.972.314;172.907;37.118.119
CREDIT SUISSE;30.771;b1;C;3;199;SAO PAULO;SP;09/2015;33;75.430;0;0;33;75.430;847;2.628.971;1.093;2.886.155;1.940;5.515.126;1.973;5.590.556;1.937;12.035.553;1.571;11.625.681;3.508;23.661.234;5.481;29.251.789
BTG PACTUAL;49.944;b1;C;2;199;RIO DE JANEIRO;RJ;09/2015;169;470.585;80;129.573;249;600.158;1.314;3.000.146;1.830;2.904.259;3.144;5.904.404;3.393;6.504.562;370;10.700.469;347;10.535.296;717;21.235.765;4.110;27.740.328
SOCIETE GENERALE;31.859;b1;C;3;199;SAO PAULO;SP;09/2015;55;211.117;356;33.886;411;245.003;484;1.794.670;812;1.827.137;1.296;3.621.806;1.707;3.866.809;493;11.207.779;517;11.390.928;1.010;22.598.706;2.717;26.465.515
